id,name,week,month,day,hour,minute,second,year,lat,lon,type,cluster_db
6143890166,iF健身,Fri,Feb,17,14,38,3,2017,30.584133,114.349111,餐饮美食,21
6143890166,iF健身,Fri,Feb,17,14,31,4,2017,30.591219,114.363813,住宅区,-1
6143890166,iF健身,Sun,Feb,19,17,0,19,2017,30.584133,114.349111,餐饮美食,21
6143890166,iF健身,Wed,Mar,8,2,49,42,2017,30.58903,114.34376,商场,21
1921106301,麦田里的二比,Fri,Feb,17,8,4,26,2017,30.581919,114.352898,住宅区,21
1921106301,麦田里的二比,Sun,Feb,19,20,53,36,2017,30.581919,114.352898,住宅区,21
2548942025,ww积极面对生活中的大怪兽,Fri,Feb,17,23,26,26,2017,30.60445,114.35639,住宅区,-1
2548942025,ww积极面对生活中的大怪兽,Fri,Mar,3,1,23,55,2017,30.60445,114.35639,住宅区,-1
2548942025,ww积极面对生活中的大怪兽,Tue,Mar,7,14,40,10,2017,30.523826,114.348121,高等院校,14
2548942025,ww积极面对生活中的大怪兽,Thu,Mar,16,19,9,43,2017,30.602227,114.358771,校园生活,-1
2548942025,ww积极面对生活中的大怪兽,Wed,Apr,12,16,14,14,2017,30.53301,114.35795,高等院校,14
2548942025,ww积极面对生活中的大怪兽,Sat,Oct,14,12,50,19,2017,30.595497,114.1999,超级市场,-1
2548942025,ww积极面对生活中的大怪兽,Tue,Oct,24,21,59,50,2017,30.60914293,114.3567209,高等院校,-1
2548942025,ww积极面对生活中的大怪兽,Thu,Nov,2,1,8,29,2017,30.60485,114.35776,图书馆,-1
2548942025,ww积极面对生活中的大怪兽,Tue,Dec,5,11,47,45,2017,30.7812373,114.2116761,飞机场,28
2428662193,末代的辉煌,Sat,Feb,18,21,6,41,2017,30.59458,114.35655,住宅区,-1
2428662193,末代的辉煌,Mon,Sep,18,15,10,17,2017,30.591921,114.361662,住宅区,-1
3198665724,DeerSherry,Sat,Jan,14,22,54,20,2017,30.781237,114.211678,飞机场,28
3198665724,DeerSherry,Mon,Feb,6,20,30,27,2017,30.58017,114.269203,商场,17
3198665724,DeerSherry,Sat,Feb,18,20,27,49,2017,30.604589,114.36425,住宅区,-1
3198665724,DeerSherry,Wed,Apr,12,20,41,32,2017,30.562149,114.305489,楼宇机构,19
3198665724,DeerSherry,Fri,May,5,18,18,39,2017,30.562149,114.305489,楼宇机构,19
3198665724,DeerSherry,Sun,Jun,25,0,0,22,2017,30.618401,114.167282,购物服务,23
3198665724,DeerSherry,Sat,Jul,1,23,42,24,2017,30.538782,114.359222,校园生活,14
3198665724,DeerSherry,Mon,Aug,21,21,0,13,2017,30.505285,114.401245,特色商业街,9
2529979084,王-家-阿琴妹,Sat,Feb,4,4,36,41,2017,30.574181,114.373177,其他,51
2529979084,王-家-阿琴妹,Tue,Feb,21,11,7,47,2017,30.580311,114.367119,住宅区,-1
5995926813,穆徐飞3943,Thu,Feb,23,7,39,59,2017,30.591921,114.361662,住宅区,-1
5995926813,穆徐飞3943,Thu,Feb,23,11,1,20,2017,30.60296,114.32506,公园户外,-1
5995926813,穆徐飞3943,Fri,Feb,24,8,7,18,2017,30.591921,114.361662,住宅区,-1
5995926813,穆徐飞3943,Sun,Feb,26,12,10,58,2017,30.555776,114.342942,美术馆,32
5995926813,穆徐飞3943,Fri,May,12,14,19,49,2017,30.506329,114.396594,旅馆招待所,9
3793346333,龔白白白,Mon,Feb,27,19,48,11,2017,30.58842,114.386473,楼宇机构,-1
3793346333,龔白白白,Wed,Mar,1,22,36,5,2017,30.60627,114.36852,住宅区,-1
3793346333,龔白白白,Tue,Mar,28,11,15,20,2017,30.53947618,114.3643928,其他,14
3793346333,龔白白白,Mon,Aug,28,20,19,23,2017,30.595797,114.39601,公园,22
6157094136,默默无语201508,Thu,Mar,2,14,36,5,2017,30.575781,114.343369,住宅区,-1
6157094136,默默无语201508,Mon,Mar,20,16,46,24,2017,30.577784,114.346405,楼宇大门,21
6157094136,默默无语201508,Tue,Mar,21,16,17,52,2017,30.577784,114.346405,楼宇大门,21
6157094136,默默无语201508,Sun,Mar,26,12,46,57,2017,30.575781,114.343369,住宅区,-1
6157094136,默默无语201508,Sun,Apr,2,16,34,37,2017,30.577784,114.346405,楼宇大门,21
6157094136,默默无语201508,Mon,Apr,3,11,57,26,2017,30.577784,114.346405,楼宇大门,21
6157094136,默默无语201508,Mon,Apr,24,11,2,15,2017,30.575781,114.343369,住宅区,-1
2867328380,丶童小喪,Fri,Mar,3,23,42,16,2017,30.58585,114.35075,住宅区,21
2867328380,丶童小喪,Sat,Apr,1,20,40,27,2017,30.584133,114.349111,餐饮美食,21
2867328380,丶童小喪,Fri,Oct,6,22,53,51,2017,30.60976878,114.2697392,咖啡厅,-1
2634134681,回归的美食一姐,Fri,Feb,17,19,43,23,2017,30.588198,114.34523,西餐厅,21
2634134681,回归的美食一姐,Sat,Feb,25,12,48,53,2017,30.731899,114.254997,西餐厅,-1
2634134681,回归的美食一姐,Sat,Mar,4,20,46,13,2017,30.5882,114.35144,住宅区,21
2634134681,回归的美食一姐,Sat,Mar,25,19,20,35,2017,30.593531,114.353699,住宅区,-1
2634134681,回归的美食一姐,Sat,May,6,19,52,13,2017,30.588198,114.34523,西餐厅,21
2634134681,回归的美食一姐,Sun,May,28,16,40,20,2017,30.448601,114.405602,旅馆招待所,-1
2634134681,回归的美食一姐,Sun,Jun,11,17,17,44,2017,30.588198,114.34523,西餐厅,21
2634134681,回归的美食一姐,Tue,Jun,13,11,42,25,2017,30.623871,114.285248,楼宇,-1
2634134681,回归的美食一姐,Wed,Nov,1,19,51,55,2017,30.584133,114.349113,餐饮美食,21
2634134681,回归的美食一姐,Sun,Dec,10,19,12,8,2017,30.55847,114.342781,商场,32
5766372273,iF健身俱乐部,Tue,Jan,10,19,45,5,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Wed,Jan,11,12,51,12,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Fri,Jan,13,11,16,51,2017,30.58842087,114.3469009,商场,21
5766372273,iF健身俱乐部,Wed,Feb,15,20,1,22,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Sun,Feb,19,19,30,51,2017,30.58903,114.34376,商场,21
5766372273,iF健身俱乐部,Mon,Feb,20,13,2,24,2017,30.58842087,114.3469009,商场,21
5766372273,iF健身俱乐部,Sat,Feb,25,14,19,54,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Wed,Mar,1,15,57,47,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Sat,Mar,4,15,9,41,2017,30.58033,114.35523,住宅区,21
5766372273,iF健身俱乐部,Wed,Mar,8,15,23,49,2017,30.580895,114.327511,高等院校,20
5766372273,iF健身俱乐部,Fri,Mar,10,15,31,56,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Sun,Mar,12,13,15,31,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Mon,Mar,13,14,40,52,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Tue,Mar,14,12,48,28,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Thu,Mar,16,14,0,33,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Mon,Mar,20,16,16,21,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Tue,Mar,21,12,36,30,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Sat,Mar,25,11,51,0,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Mon,Mar,27,13,59,39,2017,30.58903,114.34376,商场,21
5766372273,iF健身俱乐部,Mon,Mar,27,11,37,54,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Wed,Mar,29,8,53,56,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Thu,Mar,30,20,1,6,2017,30.57778402,114.3464068,楼宇大门,21
5766372273,iF健身俱乐部,Thu,Mar,30,16,40,31,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Mon,Apr,3,19,21,43,2017,30.58581,114.34725,住宅区,21
5766372273,iF健身俱乐部,Tue,Apr,4,12,59,39,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Wed,Apr,5,19,6,31,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Thu,Apr,6,11,47,15,2017,30.586527,114.340349,房地产类公司,21
5766372273,iF健身俱乐部,Thu,Apr,6,14,42,49,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Sun,Apr,9,19,22,23,2017,30.58313,114.35203,住宅区,21
5766372273,iF健身俱乐部,Fri,Apr,14,13,12,22,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Sat,Apr,15,18,52,19,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Mon,Apr,17,11,12,5,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Sun,Apr,23,20,44,7,2017,30.58903,114.34376,商场,21
5766372273,iF健身俱乐部,Sun,Apr,23,15,36,42,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Wed,Apr,26,15,30,39,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Sat,Apr,29,12,57,37,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Tue,May,2,14,57,31,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Fri,May,5,16,48,10,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Sun,May,7,13,58,53,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Tue,May,16,14,16,24,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Fri,May,19,14,16,7,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Mon,May,22,10,43,4,2017,30.58903,114.34376,商场,21
5766372273,iF健身俱乐部,Thu,May,25,14,50,23,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Sat,May,27,12,57,59,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Tue,May,30,15,39,53,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Wed,May,31,16,20,11,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Fri,Jun,2,15,13,55,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Tue,Jun,6,12,59,32,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Thu,Jun,8,18,30,58,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Fri,Jun,9,15,11,24,2017,30.58903,114.34376,商场,21
5766372273,iF健身俱乐部,Thu,Jun,15,14,43,37,2017,30.584133,114.349111,餐饮美食,21
5766372273,iF健身俱乐部,Sat,Jun,17,13,57,59,2017,30.584133,114.349111,餐饮美食,21
3089303767,loser更合适吧,Sat,Mar,4,16,29,23,2017,30.607615,114.372566,住宅区,-1
3089303767,loser更合适吧,Tue,Aug,15,22,30,34,2017,30.571609,114.323944,住宅区,-1
3089303767,loser更合适吧,Fri,Aug,18,21,11,28,2017,30.605865,114.265083,快餐厅,-1
3089303767,loser更合适吧,Mon,Aug,28,18,6,34,2017,30.709915,114.261574,住宅区,-1
3930175649,心一姑娘,Sun,Mar,5,9,25,46,2017,30.58135,114.36642,住宅区,-1
3930175649,心一姑娘,Sun,Apr,9,7,29,50,2017,30.57686,114.29726,特色商业街,17
5970093141,半夏cleverbaby,Tue,Mar,7,23,11,33,2017,30.581919,114.352898,住宅区,21
5970093141,半夏cleverbaby,Tue,Mar,7,23,8,43,2017,30.581919,114.352898,住宅区,21
5970093141,半夏cleverbaby,Wed,Mar,8,13,51,21,2017,30.555777,114.342941,美术馆,32
2253008562,小豪豪傻呆萌,Wed,Mar,8,0,7,58,2017,30.591219,114.363815,住宅区,-1
2253008562,小豪豪傻呆萌,Fri,Apr,7,16,28,29,2017,30.559372,114.330933,餐饮美食,-1
2334106143,傻猴看世界,Thu,Mar,9,23,22,29,2017,30.6005,114.351997,住宅区,-1
2334106143,傻猴看世界,Sat,Apr,8,16,2,51,2017,30.60696,114.310196,特色商业街,17
2334106143,傻猴看世界,Tue,Apr,11,9,41,24,2017,30.594837,114.269615,楼宇,17
2334106143,傻猴看世界,Tue,Dec,26,12,15,52,2017,30.6005,114.351997,住宅区,-1
2334106143,傻猴看世界,Wed,Dec,27,18,30,49,2017,30.584133,114.349113,餐饮美食,21
2334106143,傻猴看世界,Thu,Dec,28,21,43,27,2017,30.60696,114.310196,特色商业街,17
1848587810,haagen_dazs张誉荠,Fri,Mar,10,16,39,55,2017,30.591921,114.361664,住宅区,-1
1848587810,haagen_dazs张誉荠,Fri,Mar,10,2,39,12,2017,30.600256,114.304878,中餐厅,17
1848587810,haagen_dazs张誉荠,Sat,Apr,8,7,35,1,2017,30.580879,114.2854,中餐厅,17
1848587810,haagen_dazs张誉荠,Wed,Apr,12,19,40,5,2017,30.5758,114.276939,生活娱乐,17
1848587810,haagen_dazs张誉荠,Fri,Apr,21,21,20,7,2017,30.583494,114.288254,KTV,17
1848587810,haagen_dazs张誉荠,Fri,Apr,21,20,57,25,2017,30.583494,114.288254,KTV,17
1848587810,haagen_dazs张誉荠,Mon,Apr,24,22,41,33,2017,30.588528,114.299484,餐饮美食,17
1848587810,haagen_dazs张誉荠,Wed,Apr,26,18,12,18,2017,30.581295,114.284889,火锅店,17
1848587810,haagen_dazs张誉荠,Sat,Apr,29,12,44,27,2017,30.551619,113.934105,湖北菜,-1
1848587810,haagen_dazs张誉荠,Sun,Apr,30,13,49,24,2017,30.551619,113.934105,湖北菜,-1
1848587810,haagen_dazs张誉荠,Sun,May,14,22,24,22,2017,30.583424,114.290817,烧烤,17
1848587810,haagen_dazs张誉荠,Mon,May,15,0,47,41,2017,30.583424,114.290817,烧烤,17
1848587810,haagen_dazs张誉荠,Tue,May,16,19,10,51,2017,30.581051,114.271179,电影院,17
1848587810,haagen_dazs张誉荠,Fri,May,26,20,31,33,2017,30.578735,114.271545,楼宇机构,17
1848587810,haagen_dazs张誉荠,Sat,May,27,18,1,45,2017,30.5758,114.276939,生活娱乐,17
1848587810,haagen_dazs张誉荠,Thu,Jun,1,22,21,21,2017,30.781237,114.211678,飞机场,28
1848587810,haagen_dazs张誉荠,Sat,Oct,7,12,37,56,2017,30.609718,114.268967,湖北菜,-1
1848587810,haagen_dazs张誉荠,Sun,Oct,22,21,35,45,2017,30.781237,114.211678,飞机场,28
1942857021,黄磊HLL,Wed,Jan,11,22,6,23,2017,30.588921,114.346588,咖啡厅,21
1942857021,黄磊HLL,Sun,Jan,15,2,40,9,2017,30.607437,114.310028,其他,17
1942857021,黄磊HLL,Tue,Jan,17,1,54,18,2017,30.56563,114.207642,住宅区,42
1942857021,黄磊HLL,Tue,Jan,24,19,48,26,2017,30.580791,114.270149,商场,17
1942857021,黄磊HLL,Mon,Jan,30,0,31,11,2017,30.578178,114.252594,其他,17
1942857021,黄磊HLL,Tue,Jan,31,17,47,29,2017,30.551868,114.266586,寺庙道观,17
1942857021,黄磊HLL,Thu,Feb,2,20,6,8,2017,30.578901,114.291176,商场,17
1942857021,黄磊HLL,Mon,Feb,6,22,55,58,2017,30.589029,114.343758,商场,21
1942857021,黄磊HLL,Sat,Mar,4,20,52,25,2017,30.584133,114.349113,餐饮美食,21
1942857021,黄磊HLL,Wed,Mar,8,23,52,14,2017,30.474922,114.403099,楼宇,10
1942857021,黄磊HLL,Fri,Mar,10,22,2,9,2017,30.59943,114.339752,住宅区,-1
1942857021,黄磊HLL,Tue,Mar,14,0,1,15,2017,30.595289,114.33783,公园,21
1942857021,黄磊HLL,Sat,Mar,25,23,5,56,2017,30.589029,114.343758,商场,21
1942857021,黄磊HLL,Sat,Apr,1,22,5,25,2017,30.536449,114.332359,商场,14
1942857021,黄磊HLL,Sun,Apr,2,19,33,44,2017,30.589321,114.346581,健身中心,21
1942857021,黄磊HLL,Sat,Apr,8,2,56,21,2017,30.584669,114.375854,住宅区,-1
1942857021,黄磊HLL,Sat,Apr,22,20,14,54,2017,30.589321,114.346581,健身中心,21
1942857021,黄磊HLL,Tue,Jun,13,22,44,2,2017,30.589334,114.346588,湖北菜,21
1942857021,黄磊HLL,Wed,Aug,30,21,18,28,2017,30.505651,114.436852,公园,49
1942857021,黄磊HLL,Sun,Oct,8,16,48,26,2017,30.59271,114.348709,生活娱乐,21
1942857021,黄磊HLL,Wed,Nov,8,0,23,51,2017,30.576834,114.250412,烧烤,58
1942857021,黄磊HLL,Sun,Nov,12,23,8,21,2017,30.58927,114.34877,住宅区,21
1942857021,黄磊HLL,Sun,Nov,19,17,24,4,2017,30.589334,114.346588,湖北菜,21
1942857021,黄磊HLL,Sat,Dec,2,0,45,43,2017,30.614985,114.258949,美容美发店,24
1942857021,黄磊HLL,Mon,Dec,11,21,19,37,2017,30.589334,114.346588,湖北菜,21
1942857021,黄磊HLL,Sun,Dec,24,21,17,11,2017,30.589334,114.346588,湖北菜,21
6161581638,王世奇photog,Thu,Mar,9,13,4,50,2017,30.593781,114.202942,住宅区,-1
6161581638,王世奇photog,Sat,Mar,11,22,34,15,2017,30.581919,114.352898,住宅区,21
6161581638,王世奇photog,Mon,Mar,13,13,18,34,2017,30.593781,114.202942,住宅区,-1
3928481577,益夫当关,Sun,Mar,12,23,45,48,2017,30.58135,114.366417,住宅区,-1
5475032938,茶几二号机,Mon,Mar,13,0,54,34,2017,30.60757446,114.3611984,住宅区,-1
5475032938,茶几二号机,Tue,May,16,7,58,43,2017,30.602227,114.358771,校园生活,-1
3957704299,梦初时心之向,Mon,Feb,6,16,45,17,2017,30.619381,114.420853,公交车站,25
3957704299,梦初时心之向,Wed,Mar,15,21,20,53,2017,30.596901,114.340797,住宅区,21
3957704299,梦初时心之向,Wed,Mar,29,15,55,31,2017,30.580894,114.327515,高等院校,20
2815273432,岁月如歌alex,Sun,Feb,26,12,10,56,2017,30.58778,114.341858,电影院,21
2815273432,岁月如歌alex,Tue,Mar,14,18,26,53,2017,30.555777,114.342941,美术馆,32
2815273432,岁月如歌alex,Thu,Mar,16,19,46,31,2017,30.5882,114.35144,住宅区,21
2815273432,岁月如歌alex,Tue,May,2,20,1,20,2017,30.579651,114.375473,校园生活,51
2815273432,岁月如歌alex,Fri,May,12,5,30,26,2017,30.587799,114.348839,综合体育馆,21
2815273432,岁月如歌alex,Sat,May,27,8,0,45,2017,30.555777,114.342941,美术馆,32
2815273432,岁月如歌alex,Thu,Jun,8,17,17,53,2017,30.555777,114.342941,美术馆,32
2815273432,岁月如歌alex,Sun,Jun,11,10,54,21,2017,30.583389,114.34903,生活娱乐,21
2815273432,岁月如歌alex,Tue,Jun,13,8,32,48,2017,30.555777,114.342941,美术馆,32
2815273432,岁月如歌alex,Thu,Jun,15,7,40,58,2017,30.555777,114.342941,美术馆,32
2815273432,岁月如歌alex,Fri,Jun,23,17,11,52,2017,30.555777,114.342941,美术馆,32
2815273432,岁月如歌alex,Mon,Jul,3,8,19,52,2017,30.555777,114.342941,美术馆,32
2815273432,岁月如歌alex,Tue,Jul,25,18,6,45,2017,30.555777,114.342941,美术馆,32
2815273432,岁月如歌alex,Sat,Aug,12,12,15,15,2017,30.562052,114.336189,生活娱乐,32
3160543540,王每夂,Fri,Mar,17,16,3,3,2017,30.580865,114.360679,住宅区,-1
3160543540,王每夂,Wed,May,3,22,16,23,2017,30.577643,114.359975,住宅区,-1
1868512771,T_XXX_T,Tue,Jan,10,12,29,5,2017,30.599211,114.341942,中餐厅,-1
1868512771,T_XXX_T,Sat,Feb,25,17,46,57,2017,30.548321,114.304703,公交车站,16
1868512771,T_XXX_T,Sat,Mar,11,20,51,2,2017,30.546509,114.24987,楼宇机构,-1
1868512771,T_XXX_T,Fri,Mar,17,12,33,2,2017,30.592751,114.341583,住宅区,21
1868512771,T_XXX_T,Fri,Mar,24,16,31,23,2017,30.555872,114.32972,生活娱乐,-1
1868512771,T_XXX_T,Fri,Apr,21,13,32,44,2017,30.587606,114.298912,公交车站,17
1868512771,T_XXX_T,Fri,May,5,15,19,1,2017,30.581526,114.354172,住宅区,21
5027192032,LeO彭嘉康,Sat,Mar,18,20,2,48,2017,30.538919,114.295631,高校中心点,16
5027192032,LeO彭嘉康,Sat,Mar,18,4,19,35,2017,30.601221,114.35482,住宅区,-1
5027192032,LeO彭嘉康,Tue,Apr,4,1,45,27,2017,30.538919,114.295631,高校中心点,16
6015789248,武汉瞳匠儿童摄影,Sat,Jan,14,11,11,1,2017,30.540279,114.261307,楼宇大门,-1
6015789248,武汉瞳匠儿童摄影,Sun,Jan,15,11,43,51,2017,30.5443,114.260071,住宅区,-1
6015789248,武汉瞳匠儿童摄影,Wed,Jan,18,10,59,55,2017,30.59198,114.346367,商场,21
6015789248,武汉瞳匠儿童摄影,Sun,Mar,19,20,15,42,2017,30.591129,114.347267,住宅区,21
6015789248,武汉瞳匠儿童摄影,Wed,May,31,19,22,44,2017,30.551598,114.265587,寺庙道观,17
2651959095,曼曼flipped,Tue,Mar,21,21,55,3,2017,30.5882,114.35144,住宅区,21
2651959095,曼曼flipped,Thu,Apr,13,1,31,16,2017,30.543289,114.370621,高等院校,14
2651959095,曼曼flipped,Mon,May,1,23,59,58,2017,30.5882,114.35144,住宅区,21
2651959095,曼曼flipped,Fri,May,12,18,44,5,2017,30.616659,114.294571,住宅区,-1
2651959095,曼曼flipped,Sat,May,20,13,26,15,2017,30.50355,114.442581,其他,-1
2651959095,曼曼flipped,Tue,Jun,6,23,55,2,2017,30.56916,114.260132,公交车站,17
2651959095,曼曼flipped,Thu,Jul,20,21,15,59,2017,30.584133,114.349113,餐饮美食,21
2651959095,曼曼flipped,Wed,Sep,13,22,49,5,2017,30.555777,114.342941,美术馆,32
2651959095,曼曼flipped,Sun,Oct,1,23,50,14,2017,30.568838,114.249016,住宅区,58
2651959095,曼曼flipped,Thu,Oct,26,20,52,11,2017,30.594282,114.394707,公园,22
5123559674,CHEN孔望,Wed,Mar,22,11,4,51,2017,30.591921,114.361664,住宅区,-1
5123559674,CHEN孔望,Sat,May,6,14,38,18,2017,30.586517,114.427544,高校中心点,57
5123559674,CHEN孔望,Sat,Jun,24,22,42,19,2017,30.68399,114.267212,公园户外,-1
1917396582,九原镶银紫天葵,Mon,Mar,6,19,38,7,2017,30.499907,114.171494,其他,12
1917396582,九原镶银紫天葵,Thu,Mar,23,16,50,13,2017,30.580866,114.36068,住宅区,-1
3313305655,金金大王来巡山,Thu,Mar,23,12,5,54,2017,30.577642,114.359978,住宅区,-1
3313305655,金金大王来巡山,Fri,May,19,20,7,14,2017,30.577642,114.359978,住宅区,-1
3313305655,金金大王来巡山,Sat,Jun,10,9,16,29,2017,30.581919,114.352898,住宅区,21
1775410263,Evelynynyn,Tue,Mar,14,21,32,38,2017,30.394787,114.422928,高等院校,2
1775410263,Evelynynyn,Fri,Mar,24,22,42,41,2017,30.607615,114.372566,住宅区,-1
1775410263,Evelynynyn,Sun,Apr,2,15,19,27,2017,30.503141,114.169464,运动场所,12
1775410263,Evelynynyn,Thu,Jun,22,23,52,37,2017,30.394787,114.422928,高等院校,2
1775410263,Evelynynyn,Wed,Jun,28,21,5,48,2017,30.394787,114.422928,高等院校,2
1775410263,Evelynynyn,Thu,Sep,21,20,49,39,2017,30.394787,114.422928,高等院校,2
1775410263,Evelynynyn,Sat,Sep,23,21,26,10,2017,30.566584,114.340034,其他,-1
1775410263,Evelynynyn,Wed,Nov,22,23,23,3,2017,30.61685,114.322968,港口码头,60
3046552835,醉陈皮,Tue,Jan,3,20,25,0,2017,30.552967,114.353635,医院,32
3046552835,醉陈皮,Sat,Feb,18,21,20,42,2017,30.579996,114.322617,楼宇,20
3046552835,醉陈皮,Mon,Mar,27,17,55,9,2017,30.59136,114.340523,住宅区,21
3046552835,醉陈皮,Mon,Apr,10,21,5,59,2017,30.58778,114.341858,电影院,21
3046552835,醉陈皮,Fri,Apr,14,13,20,23,2017,30.62361,114.312149,生活娱乐,-1
3046552835,醉陈皮,Tue,May,2,19,29,34,2017,30.605709,114.316597,海滨浴场,17
3046552835,醉陈皮,Sun,Jun,18,22,33,14,2017,30.584133,114.349113,餐饮美食,21
3046552835,醉陈皮,Mon,Jul,3,20,55,28,2017,30.80386,114.27562,公园户外,-1
3046552835,醉陈皮,Mon,Aug,14,11,56,43,2017,30.626261,114.291412,住宅区,-1
3046552835,醉陈皮,Sat,Aug,19,8,45,11,2017,30.569691,114.368263,公园户外,-1
3046552835,醉陈皮,Tue,Aug,22,20,57,40,2017,30.576618,114.334068,高等院校,20
3046552835,醉陈皮,Tue,Aug,29,19,24,49,2017,30.830479,114.599777,中学,-1
3046552835,醉陈皮,Wed,Aug,30,20,42,53,2017,30.832949,114.599823,公园户外,-1
3046552835,醉陈皮,Fri,Sep,1,21,42,17,2017,30.525618,114.355255,商场,14
3046552835,醉陈皮,Sun,Sep,3,16,1,26,2017,30.607981,114.241432,公交车站,-1
3046552835,醉陈皮,Thu,Sep,14,20,35,5,2017,30.84037,114.333794,收费站,-1
3046552835,醉陈皮,Fri,Sep,15,18,50,29,2017,30.59136,114.340523,住宅区,21
3046552835,醉陈皮,Sun,Sep,24,20,24,3,2017,30.528172,114.359581,高等院校,14
3046552835,醉陈皮,Thu,Oct,19,23,35,52,2017,30.594282,114.394707,公园,22
3046552835,醉陈皮,Sun,Oct,22,11,11,49,2017,30.496954,114.395966,高校中心点,9
3046552835,醉陈皮,Wed,Nov,15,21,23,27,2017,30.528172,114.359581,高等院校,14
3046552835,醉陈皮,Wed,Nov,22,17,37,32,2017,30.573271,114.233528,住宅区,-1
3046552835,醉陈皮,Mon,Nov,27,19,21,31,2017,30.576618,114.334068,高等院校,20
3046552835,醉陈皮,Tue,Dec,5,21,41,30,2017,30.50988,114.357841,高等院校,14
3046552835,醉陈皮,Tue,Dec,5,7,48,9,2017,30.604589,114.32222,公园户外,-1
3046552835,醉陈皮,Fri,Dec,22,14,9,29,2017,30.62565,114.134987,公园,-1
3046552835,醉陈皮,Wed,Dec,27,19,36,2,2017,30.5807,114.27018,体育用品店,17
2467360577,你好-我叫胡雯,Tue,Mar,14,23,5,54,2017,30.53335,114.358658,高校中心点,14
2467360577,你好-我叫胡雯,Thu,Mar,30,15,48,27,2017,30.5914,114.363998,住宅区,-1
2467360577,你好-我叫胡雯,Sat,Jul,22,20,4,43,2017,30.589951,114.38179,房地产类公司,-1
1771217932,英短骑士猫舍David,Fri,Mar,31,21,41,19,2017,30.577299,114.358009,住宅区,-1
1771217932,英短骑士猫舍David,Tue,Nov,7,0,7,44,2017,30.575451,114.360321,电影院,-1
2342692764,doublesweety,Fri,Mar,31,14,44,0,2017,30.580866,114.36068,住宅区,-1
2342692764,doublesweety,Fri,Apr,21,12,51,46,2017,30.619381,114.420853,公交车站,25
2342692764,doublesweety,Wed,Sep,27,20,7,6,2017,30.561199,114.212097,四星级宾馆,42
2342692764,doublesweety,Sun,Oct,8,21,30,32,2017,30.580866,114.36068,住宅区,-1
2342692764,doublesweety,Wed,Oct,18,8,16,24,2017,30.580866,114.36068,住宅区,-1
2342692764,doublesweety,Sat,Oct,21,22,53,19,2017,30.580866,114.36068,住宅区,-1
2342692764,doublesweety,Mon,Oct,23,21,30,40,2017,30.580866,114.36068,住宅区,-1
2342692764,doublesweety,Fri,Oct,27,19,46,1,2017,30.580866,114.36068,住宅区,-1
2342692764,doublesweety,Sat,Nov,4,21,13,19,2017,30.580866,114.36068,住宅区,-1
