adgroup_id,pctr,ctr,smart_optimization_goal,second_goal,roi_goal,smart_pcvr,adjusted_smart_pcvr,vc_pcvr_bias,industry_factor_adjust_pcvr,exposure_cnt,click_cnt,trace_cnt,active_num,fraud_type,valid_exposure_cnt,valid_click_cnt
3474057158,2260999936,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3449334974,25090000896,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3437956777,97844002816,\N,104,0,7,0,0,0,0,0,0,4,0,0,0,0
3474057158,4020999936,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3466063095,5993999872,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3473944808,62131998720,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3473834311,3769999872,0,104,0,7,0,0,0,0,2,0,0,0,0,2,0
3468940628,6138999808,0,104,0,7,0,0,0,0,1,0,0,0,1,0,0
3473831727,4676000000,0,104,0,7,0,0,0,0,2,0,0,0,0,2,0
3473750065,1988999936,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3473825974,22526999936,0,104,0,7,0,0,0,0,8,0,0,0,0,8,0
3476336634,760000000,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3468825610,16441999616,0,104,0,7,0,0,0,0,4,0,0,0,0,4,0
3464021829,5438999808,0,104,0,7,0,0,0,0,3,0,0,0,0,3,0
3464027179,23746000128,0,104,0,7,0,0,0,0,6,0,0,0,0,6,0
3473523757,763898996992,0,104,0,7,0,0,0,0,129,0,0,0,0,129,0
3474900738,2504999936,\N,104,0,7,0,0,0,0,0,0,1,0,0,0,0
3460400590,169519997632,0,104,0,7,0,0,0,0,36,0,0,0,0,36,0
3473912070,1582000000,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3476077943,6409999872,\N,104,0,7,0,0,0,0,0,0,2,0,0,0,0
3475083489,533000000,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3471247791,19644999680,0,104,0,7,0,0,0,0,2,0,0,0,0,2,0
3473499760,12319000320,0,104,0,7,0,0,0,0,2,0,0,0,0,2,0
3468293066,16657000448,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3452370171,8821000192,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3476296135,14739999744,0,104,0,7,0,0,0,0,1,0,0,0,0,0,0
3471247791,549261001984,0,104,0,7,0,0,0,0,50,0,0,0,0,50,0
3473870291,188529000448,0,104,0,7,0,0,0,0,18,0,0,0,0,0,0
3436689160,46639001600,0,104,0,7,0,0,0,0,1,0,0,0,0,0,0
3458070719,16160000000,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3474449450,31371000832,0,104,0,7,0,0,0,0,4,0,0,0,0,0,0
3474057158,41838001152,0,104,0,7,0,0,0,0,3,0,0,0,0,0,0
3463255325,10512000000,0,104,0,7,0,0,0,0,2,0,0,0,0,0,0
3473499760,5457999872,0,104,0,7,0,0,0,0,1,0,0,0,0,0,0
3473499760,42376999680,0,104,0,7,0,0,0,0,6,0,0,0,0,0,0
3473523757,769073005056,12658,104,0,7,155261,155261,1,155261,79,1,0,0,0,0,1
3452370171,920903004672,0,104,0,7,0,0,0,0,65,0,0,0,0,65,0
3454294379,29126000640,0,104,0,7,0,0,0,0,1,0,0,0,0,0,0
3460400590,539280001024,0,104,0,7,0,0,0,0,52,0,0,0,0,52,0
3473895008,62079999488,0,104,0,7,0,0,0,0,6,0,0,0,0,6,0
3475135057,45504999936,0,104,0,7,0,0,0,0,4,0,0,0,0,4,0
3474156672,4627000064,0,104,0,7,0,0,0,0,2,0,0,0,0,2,0
3476058751,5289999872,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3476175560,92189999104,\N,104,0,7,0,0,0,0,0,0,6,0,0,0,0
3474953984,8108000256,0,104,0,7,0,0,0,0,1,0,0,0,0,0,0
3476077943,57193000704,0,104,0,7,0,0,0,0,5,0,0,0,0,5,0
3475906800,11530000384,\N,104,0,7,29719,29719,1,29719,0,1,0,0,0,0,1
3476273840,66741999872,0,104,0,7,0,0,0,0,7,0,0,0,0,7,0
3474449450,14721000448,\N,104,0,7,22223,22223,1,22223,0,1,0,0,0,0,1
3474449450,9303000064,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3473499760,5304999936,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3475828204,10752000000,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3475828204,17715999744,0,104,0,7,0,0,0,0,2,0,0,0,0,2,0
3477279400,650633993984,0,104,0,7,0,0,0,0,26,0,0,0,0,26,0
3452370171,312559001088,0,104,0,7,0,0,0,0,15,0,0,0,0,15,0
3469933818,116024999936,\N,104,0,7,38750,38750,2,38750,0,2,0,0,0,0,2
3462487801,102274997248,0,104,0,7,0,0,0,0,2,0,0,0,0,2,0
3473834113,8787999744,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3468825610,32582000640,0,104,0,7,0,0,0,0,2,0,0,0,0,2,0
3475083489,13808000000,0,104,0,7,0,0,0,0,2,0,0,0,0,2,0
3452370171,146025003008,0,104,0,7,0,0,0,0,8,0,0,0,0,8,0
3473870291,18336000000,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3476172717,34953000448,0,104,0,7,0,0,0,0,5,0,0,0,0,5,0
3468264317,7887000064,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3473709371,136049999872,0,104,0,7,0,0,0,0,1,0,0,0,1,0,0
3476172717,49839000064,0,104,0,7,0,0,0,0,3,0,0,0,0,3,0
3473174774,14081000448,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3474474318,11198999552,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3476336634,8748000256,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3476080860,43409999872,0,104,0,7,0,0,0,0,3,0,0,0,0,3,0
3466063095,108872999680,0,104,0,7,0,0,0,0,12,0,0,0,0,12,0
3470940059,14052999680,0,104,0,7,0,0,0,0,3,0,0,0,0,3,0
3464027179,21280000000,0,104,0,7,0,0,0,0,6,0,0,0,0,6,0
3474057158,13790000128,0,104,0,7,0,0,0,0,2,0,0,0,0,2,0
3473523757,3595000064,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3459438089,6917999936,0,104,0,7,0,0,0,0,5,0,0,0,0,5,0
3473727063,8349000192,0,104,0,7,0,0,0,0,2,0,0,0,0,2,0
3476080860,1408000000,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3471247791,3312000000,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3473831727,9482000384,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3473825974,6165000192,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3452370171,3960000000,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3471555322,913285971968,\N,104,0,7,76,0,0,0,0,1,0,0,1,0,0
3476336634,529999986688,\N,104,0,7,58,0,0,0,0,1,0,0,1,0,0
3471247791,6785999872,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3449334974,8833000448,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3473499760,21001000960,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3473709371,6146999808,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3471247791,3132999936,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3452370171,137386001408,0,104,0,7,0,0,0,0,8,0,0,0,0,8,0
3463882615,43883000832,0,104,0,7,0,0,0,0,3,0,0,0,0,3,0
3468471744,649548005376,\N,104,0,7,49,0,0,0,0,1,0,0,1,0,0
3468151306,1399217979392,\N,104,0,7,174,0,0,0,0,2,0,0,1,0,0
3463255325,52655999488,0,104,0,7,0,0,0,0,5,0,0,0,0,5,0
3474376367,4793999872,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3434569248,16260000256,\N,104,0,7,163983,161650,1.907546043395996,163983,0,2,0,0,0,0,2
3466063095,308193001664,0,104,0,7,0,0,0,0,49,0,0,0,0,49,0
3454294379,6098999808,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3474156672,25036000256,\N,104,0,7,0,0,0,0,0,0,0,0,0,0,0
3471247791,14375999488,\N,104,0,7,0,0,0,0,0,0,0,0,0,0,0
3443207964,6590000128,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3476166564,13932999680,0,104,0,7,0,0,0,0,2,0,0,0,0,2,0
3477279400,16600999936,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3474156672,199880000000,0,104,0,7,0,0,0,0,30,0,0,0,0,30,0
3458070719,8094000128,0,104,0,7,0,0,0,0,3,0,0,0,0,3,0
3473825974,7619000320,0,104,0,7,0,0,0,0,2,0,0,0,0,2,0
3471247791,7864999936,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3473709371,32328999936,0,104,0,7,0,0,0,0,4,0,0,0,0,4,0
3434569248,700913002112,0,104,0,7,0,0,0,0,74,0,0,0,0,74,0
3471247791,76198001664,0,104,0,7,0,0,0,0,2,0,0,0,0,2,0
3437956777,7010000064,0,104,0,7,0,0,0,0,5,0,0,0,0,5,0
3436689160,23004000256,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3473499760,7424000000,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3473825974,4320000000,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3468264317,229439003648,0,104,0,7,0,0,0,0,13,0,0,0,0,13,0
3469800156,15642999808,\N,104,0,7,9555,9555,1,9555,0,1,0,0,0,0,1
3474156672,11308999680,\N,104,0,7,0,0,0,0,0,0,1,1,0,0,0
3473834311,17877000192,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3475906800,367051994624,\N,104,0,7,0,0,0,0,0,0,12,0,0,0,0
3476058751,2484999936,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3468103368,137654998016,0,104,0,7,0,0,0,0,6,0,0,0,0,6,0
3473987766,32394000384,\N,104,0,7,0,0,0,0,0,0,2,0,0,0,0
3460372462,3795000064,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3466063095,30704001024,\N,104,0,7,35542,0,0,0,0,2,0,0,1,0,0
3475140031,19490000896,\N,104,0,7,0,0,0,0,0,0,2,0,0,0,0
3476175560,94958999296,0,104,0,7,0,0,0,0,7,0,0,0,0,7,0
3476175560,14818000384,\N,104,0,7,0,0,0,0,0,0,4,0,0,0,0
3475083489,24574999808,0,104,0,7,0,0,0,0,4,0,0,0,0,4,0
3466063095,2617999872,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3473870291,1874000000,0,104,0,7,0,0,0,0,2,0,0,0,0,2,0
3468113347,958000000,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3473180883,1239000064,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3473944808,2804000000,0,104,0,7,0,0,0,0,2,0,0,0,0,2,0
3469380047,3388000064,0,104,0,7,0,0,0,0,3,0,0,0,0,3,0
3475135057,1327000064,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3471247791,1899000064,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3464027179,10448999936,0,104,0,7,0,0,0,0,3,0,0,0,0,3,0
3473194184,3697999872,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3476166564,749000000,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3474900738,1200000000,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3468825610,9568999936,0,104,0,7,0,0,0,0,2,0,0,0,0,2,0
3475135057,10825999872,0,104,0,7,0,0,0,0,4,0,0,0,0,4,0
3468264317,7872999936,0,104,0,7,0,0,0,0,2,0,0,0,0,2,0
3473499760,2894000128,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3437956777,47560999936,0,104,0,7,0,0,0,0,21,0,0,0,0,21,0
3473709371,564508000256,33333,104,0,7,78324,78324,2,78324,60,2,0,0,0,0,2
3468103368,15438000128,0,104,0,7,0,0,0,0,3,0,0,0,0,3,0
3474057158,62243000576,0,104,0,7,0,0,0,0,8,0,0,0,0,8,0
3474097437,12561000448,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3466063095,811681001216,0,104,0,7,0,0,0,0,80,0,0,0,0,80,0
3473523757,823776998272,0,104,0,7,0,0,0,0,93,0,0,0,0,0,0
3476781656,68804001792,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3463882615,75631001600,0,104,0,7,0,0,0,0,6,0,0,0,0,0,0
3476336634,65383000064,0,104,0,7,0,0,0,0,6,0,0,0,0,6,0
3473895008,344687004160,0,104,0,7,0,0,0,0,30,0,0,0,0,30,0
3457823489,16069999616,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3468113347,129783996416,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3474209131,366907000832,0,104,0,7,0,0,0,0,8,0,0,0,0,8,0
3476316985,20615999488,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3443207964,145774999040,0,104,0,7,0,0,0,0,10,0,0,0,0,10,0
3476080860,149781001216,0,104,0,7,0,0,0,0,6,0,0,0,0,6,0
3460400590,61307998208,\N,104,0,7,36716,36716,1,36716,0,1,0,0,0,0,1
3460400590,1259551997440,0,104,0,7,0,0,0,0,56,0,0,0,0,56,0
3473912070,55189000192,0,104,0,7,0,0,0,0,1,0,0,0,0,1,0
3412515511,31916000256,0,105,0,0,0,0,0,0,2,0,0,0,0,2,0
3412406972,2796000000,0,105,0,0,0,0,0,0,1,0,0,0,1,0,0
3412518902,17890000128,0,105,0,0,0,0,0,0,3,0,0,0,0,3,0
3411651657,23257999360,0,105,0,0,0,0,0,0,1,0,0,0,0,1,0
3412510124,5721999872,0,105,0,0,0,0,0,0,1,0,0,0,0,1,0
3412406972,2144741987840,0,105,0,0,0,0,0,0,125,0,0,0,0,0,0
3412458251,6543000064,0,105,0,0,0,0,0,0,1,0,0,0,0,1,0
3412463908,125310001152,\N,105,0,0,0,0,0,0,0,0,1,0,0,0,0
3412510124,3408412010944,29702,105,0,0,321602,321602,6,321602,202,6,0,0,0,0,6
3412510124,60778999808,0,105,0,0,0,0,0,0,3,0,0,0,0,3,0
3412510124,16487000576,0,105,0,0,0,0,0,0,2,0,0,0,0,2,0
3412510124,1393481003520,0,105,0,0,0,0,0,0,96,0,0,0,0,0,0
3412511755,107035999232,0,105,0,0,0,0,0,0,6,0,0,0,0,6,0
3412522166,4081622997504,23474,105,0,0,105834,105834,5,105834,213,5,0,0,0,0,5
3412528133,226380999168,0,105,0,0,0,0,0,0,19,0,0,0,0,19,0
3412531596,119423998976,0,105,0,0,0,0,0,0,5,0,0,0,0,5,0
3412533299,566252006400,0,105,0,0,0,0,0,0,38,0,0,0,0,0,0
3412533299,28809999360,0,105,0,0,0,0,0,0,2,0,0,0,0,0,0
3412569891,149658001408,0,105,0,0,0,0,0,0,11,0,0,0,0,11,0
3412580442,170324999616,0,105,0,0,0,0,0,0,17,0,0,0,0,0,0
3412406972,1734082010880,0,105,0,0,0,0,0,0,86,0,0,0,0,0,0
3412495488,812394998528,111111,105,0,0,145467,145467,3,145467,27,3,0,0,0,0,3
3412500387,78524999680,0,105,0,0,0,0,0,0,7,0,0,0,0,0,0
3412504805,298925005312,17857,105,0,0,12196,12196,1,12196,56,1,0,0,0,0,1
3412515511,992618994688,0,105,0,0,0,0,0,0,61,0,0,0,0,0,0
3412515511,22567999488,0,105,0,0,0,0,0,0,1,0,0,0,0,1,0
3412515511,19272999936,0,105,0,0,0,0,0,0,2,0,0,0,0,2,0
3412518902,174605001472,0,105,0,0,0,0,0,0,14,0,0,0,0,0,0
3412528133,8368999936,0,105,0,0,0,0,0,0,1,0,0,0,0,1,0
3412533299,141148999936,0,105,0,0,0,0,0,0,7,0,0,0,0,0,0
3412578550,63680000000,0,105,0,0,0,0,0,0,4,0,0,0,0,0,0
3412650410,981908998656,0,105,0,0,0,0,0,0,59,0,0,0,0,59,0
3468719153,147252996096,0,105,0,0,0,0,0,0,2,0,0,0,0,2,0
3411657448,18377000960,0,105,0,0,0,0,0,0,1,0,0,0,0,1,0
3412463908,8128999936,0,105,0,0,0,0,0,0,1,0,0,0,0,1,0
3412406972,18724999680,0,105,0,0,0,0,0,0,2,0,0,0,0,2,0
3412508299,5568000000,0,105,0,0,0,0,0,0,1,0,0,0,0,1,0
3412510124,814097994752,0,105,0,0,0,0,0,0,44,0,0,0,0,44,0
3412495488,44572000256,0,105,0,0,0,0,0,0,3,0,0,0,0,3,0
3412382251,24768000000,0,105,0,0,0,0,0,0,1,0,0,0,0,1,0
3412406972,21422000128,0,105,0,0,0,0,0,0,1,0,0,0,0,1,0
3412495488,15150999552,0,105,0,0,0,0,0,0,1,0,0,0,0,1,0
3412515511,11004999680,0,105,0,0,0,0,0,0,1,0,0,0,0,1,0
3412598568,20704999424,0,105,0,0,0,0,0,0,1,0,0,0,0,1,0
3412522166,3844000000,0,105,0,0,0,0,0,0,1,0,0,0,0,1,0
3412476862,42736001024,0,105,0,0,0,0,0,0,1,0,0,0,0,1,0
3412463908,12899999744,0,105,0,0,0,0,0,0,1,0,0,0,0,1,0
3412515511,13735999488,\N,105,0,0,38777,38777,1,38777,0,1,0,0,0,0,1
3412533299,8367000064,0,105,0,0,0,0,0,0,1,0,0,0,0,1,0
3412495488,3174000128,0,105,0,0,0,0,0,0,1,0,0,0,0,1,0
3420275039,63126000896,0,105,0,0,0,0,0,0,7,0,0,0,0,7,0
3411651657,49940999936,0,105,0,0,0,0,0,0,10,0,0,0,0,10,0
3412648671,7363000064,0,105,0,0,0,0,0,0,2,0,0,0,0,2,0
3411651657,20530999808,0,105,0,0,0,0,0,0,8,0,0,0,0,8,0
3412580442,181320999872,0,105,0,0,0,0,0,0,61,0,0,0,0,61,0
3420274126,4483000064,0,105,0,0,0,0,0,0,2,0,0,0,0,2,0
3412510124,15429999616,0,105,0,0,0,0,0,0,1,0,0,0,0,1,0
3412463908,12174999552,0,105,0,0,0,0,0,0,1,0,0,0,0,1,0
3412580442,41638000128,0,105,0,0,0,0,0,0,6,0,0,0,0,6,0
3411651657,41139998720,\N,105,0,0,1326,1326,1,1326,0,1,0,0,0,0,1
3411657448,2553999872,0,105,0,0,0,0,0,0,1,0,0,0,0,1,0
3412580442,216427998208,0,105,0,0,0,0,0,0,30,0,0,0,0,30,0
3412510124,20579999744,0,105,0,0,0,0,0,0,1,0,0,0,0,1,0
3411651657,38932000768,0,105,0,0,0,0,0,0,3,0,0,0,0,3,0
3412463908,24395999232,0,105,0,0,0,0,0,0,1,0,0,0,0,1,0
3412513644,1021000000,0,105,0,0,0,0,0,0,1,0,0,0,0,1,0
3412531596,1228000000,0,105,0,0,0,0,0,0,1,0,0,0,0,1,0
3420274448,1728000064,0,105,0,0,0,0,0,0,2,0,0,0,0,2,0
3412463908,2709000064,0,105,0,0,0,0,0,0,2,0,0,0,0,2,0
3412487624,890000000,0,105,0,0,0,0,0,0,1,0,0,0,0,1,0
3412406972,22550999040,0,105,0,0,0,0,0,0,1,0,0,0,0,1,0
3412386433,219522999808,0,105,0,0,0,0,0,0,19,0,0,0,0,19,0
3412484921,76167000064,0,105,0,0,0,0,0,0,6,0,0,0,0,0,0
3412487624,97507000320,0,105,0,0,0,0,0,0,4,0,0,0,0,4,0
3412518902,365208004352,0,105,0,0,0,0,0,0,24,0,0,0,0,0,0
3412526348,50428000256,0,105,0,0,0,0,0,0,5,0,0,0,0,0,0
3412533299,237577999360,0,105,0,0,0,0,0,0,18,0,0,0,0,0,0
3412533299,197831999488,0,105,0,0,0,0,0,0,16,0,0,0,0,16,0
3412650410,6044000256,0,105,0,0,0,0,0,0,1,0,0,0,0,1,0
3420274126,736352005120,22222,105,0,0,2060,2060,1,2060,45,1,0,0,0,0,1
3468719153,182701000960,0,105,0,0,0,0,0,0,13,0,0,0,0,0,0
3472889300,483007001856,0,10801,0,0,0,0,0,0,186,0,0,0,0,186,0
3472885260,21718000640,0,10801,0,0,0,0,0,0,2,0,0,0,0,2,0
3470600474,6427000128,0,10801,0,0,0,0,0,0,4,0,0,0,0,4,0
3472885155,13031000064,0,10801,0,0,0,0,0,0,2,0,0,0,0,2,0
3472889300,1901546001920,0,10801,0,0,0,0,0,0,154,0,0,0,0,154,0
3470600474,11660000256,0,10801,0,0,0,0,0,0,1,0,0,0,0,1,0
3470594246,3432999936,0,10801,0,0,0,0,0,0,1,0,0,0,0,1,0
3472889602,9928999872,0,10801,0,0,0,0,0,0,9,0,0,0,0,9,0
3470570633,1094000000,0,10801,0,0,0,0,0,0,1,0,0,0,0,1,0
3460091188,26391999744,\N,10801,0,0,0,0,0,0,0,0,3,0,0,0,0
3460091188,4273999872,\N,10801,0,0,0,0,0,0,0,0,1,0,0,0,0
3470602793,46266999680,0,10801,0,0,0,0,0,0,6,0,0,0,1,0,0
3472893091,4471000128,2000000,10801,0,0,16115,16115,2,16115,1,2,0,0,0,1,2
3460086696,8336000000,0,10801,0,0,0,0,0,0,1,0,0,0,0,1,0
3472889602,47026000640,0,10801,0,0,0,0,0,0,6,0,0,0,0,6,0
3470598255,72062999552,0,10801,0,0,0,0,0,0,5,0,0,0,0,0,0
3470602793,115704002048,0,10801,0,0,0,0,0,0,10,0,0,0,0,0,0
3472885155,29230999552,0,10801,0,0,0,0,0,0,2,0,0,0,0,2,0
3472889440,208772999680,0,10801,0,0,0,0,0,0,13,0,0,0,0,13,0
3472889509,665182002176,0,10801,0,0,0,0,0,0,33,0,0,0,0,33,0
3472889602,1307051996160,0,10801,0,0,0,0,0,0,84,0,0,0,0,84,0
3472889703,157474001920,0,10801,0,0,0,0,0,0,7,0,0,0,0,0,0
3472889766,241591001728,0,10801,0,0,0,0,0,0,23,0,0,0,0,23,0
3472890569,1093754001408,22988,10801,0,0,7607,7607,2,7607,87,2,0,0,0,0,2
3472893091,28411999232,0,10801,0,0,0,0,0,0,2,0,0,0,0,2,0
3472893091,273736999424,0,10801,0,0,0,0,0,0,24,0,0,0,0,24,0
3470582333,11235999744,0,10801,0,0,0,0,0,0,1,0,0,0,0,1,0
3470584946,1070921998336,14925,10801,0,0,405,405,1,405,67,1,0,0,0,0,1
3472885155,4661000192,0,10801,0,0,0,0,0,0,2,0,0,0,0,2,0
3472889440,107238000640,0,10801,0,0,0,0,0,0,6,0,0,0,0,0,0
3472889509,470548996864,0,10801,0,0,0,0,0,0,31,0,0,0,0,31,0
3472890569,43612999424,0,10801,0,0,0,0,0,0,4,0,0,0,0,4,0
3472893091,145679000576,0,10801,0,0,0,0,0,0,11,0,0,0,0,11,0
3470580130,147360999424,0,10801,0,0,0,0,0,0,8,0,0,0,0,0,0
3472890569,82741001216,\N,10801,0,0,3165,3165,4,3165,0,4,0,0,0,0,4
3460078076,1394417997312,0,10801,0,0,0,0,0,0,182,0,0,0,0,182,0
3470570633,5688999936,0,10801,0,0,0,0,0,0,1,0,0,0,0,1,0
3470577653,1472638991872,0,10801,0,0,0,0,0,0,103,0,0,0,0,103,0
3472889509,5233792000896,0,10801,0,0,0,0,0,0,654,0,0,0,0,654,0
3470592847,184940999744,0,10801,0,0,0,0,0,0,108,0,0,0,0,108,0
3470598255,14736000000,0,10801,0,0,0,0,0,0,1,0,0,0,0,1,0
3472885155,83691999488,0,10801,0,0,0,0,0,0,10,0,0,0,0,10,0
3472887599,6694000128,0,10801,0,0,0,0,0,0,1,0,0,0,0,1,0
3467248157,17578000384,0,104,10801,0,0,0,0,0,1,0,0,0,0,1,0
3472893091,51735999488,0,10801,0,0,0,0,0,0,10,0,0,0,0,10,0
3470570633,5537999872,0,10801,0,0,0,0,0,0,1,0,0,0,0,1,0
3470577653,8645999616,\N,10801,0,0,4449,4449,1,4449,0,1,0,0,0,0,1
3472889509,9521999872,0,10801,0,0,0,0,0,0,1,0,0,0,0,1,0
3472889602,13011999744,0,10801,0,0,0,0,0,0,2,0,0,0,0,2,0
3472889602,45530999040,0,10801,0,0,0,0,0,0,2,0,0,0,0,2,0
3472893091,76120000512,0,10801,0,0,0,0,0,0,7,0,0,0,0,7,0
3472893091,2870000128,0,10801,0,0,0,0,0,0,1,0,0,0,0,1,0
3470593475,24653999616,0,10801,0,0,0,0,0,0,4,0,0,0,0,4,0
3472889440,4251000064,0,10801,0,0,0,0,0,0,1,0,0,0,0,1,0
3472885377,7866999808,0,10801,0,0,0,0,0,0,1,0,0,0,0,1,0
3472887599,1058000000,0,10801,0,0,0,0,0,0,1,0,0,0,0,1,0
3472889440,6220000000,0,10801,0,0,0,0,0,0,3,0,0,0,0,3,0
3470566280,5922999936,0,10801,0,0,0,0,0,0,2,0,0,0,0,2,0
3470594246,43755999680,0,10801,0,0,0,0,0,0,10,0,0,0,0,10,0
3470563161,8096999936,\N,10801,0,0,11528,11528,1,11528,0,1,0,0,0,0,1
3472891441,3780999936,0,10801,0,0,0,0,0,0,1,0,0,0,0,1,0
3470563161,40468999552,0,10801,0,0,0,0,0,0,14,0,0,0,0,14,0
3472890569,38460999232,0,10801,0,0,0,0,0,0,13,0,0,0,0,13,0
3472891441,5795999744,\N,10801,0,0,4522,4522,1,4522,0,1,0,0,0,0,1
3467248157,915000000,0,104,10801,0,0,0,0,0,1,0,0,0,0,1,0
3470593835,10737999616,0,10801,0,0,0,0,0,0,3,0,0,0,0,3,0
3470594246,11422999552,0,10801,0,0,0,0,0,0,1,0,0,0,0,1,0
3460091188,287081001792,0,10801,0,0,0,0,0,0,144,0,0,0,0,144,0
3470592847,27129000000,0,10801,0,0,0,0,0,0,18,0,0,0,0,18,0
3470602793,32853999616,0,10801,0,0,0,0,0,0,2,0,0,0,0,2,0
3460086696,26160000064,0,10801,0,0,0,0,0,0,19,0,0,0,0,19,0
3460091188,82082999488,0,10801,0,0,0,0,0,0,41,0,0,0,0,41,0
3460077895,81313000576,0,10801,0,0,0,0,0,0,23,0,0,0,0,23,0
3470563161,1366000000,0,10801,0,0,0,0,0,0,1,0,0,0,0,1,0
3470570633,11287000064,0,10801,0,0,0,0,0,0,1,0,0,0,0,1,0
3472889300,8384999936,0,10801,0,0,0,0,0,0,1,0,0,0,0,1,0
3472893091,5361999872,0,10801,0,0,0,0,0,0,2,0,0,0,0,2,0
3472885155,1868999936,0,10801,0,0,0,0,0,0,1,0,0,0,0,1,0
3470570633,42170999808,0,10801,0,0,0,0,0,0,3,0,0,0,0,3,0
3470563161,10577000192,0,10801,0,0,0,0,0,0,2,0,0,0,0,2,0
3460091188,915955003008,0,10801,0,0,0,0,0,0,256,0,0,0,0,256,0
3472889300,1687000064,0,10801,0,0,0,0,0,0,1,0,0,0,0,1,0
3472885260,6136999936,0,10801,0,0,0,0,0,0,2,0,0,0,0,2,0
3472889509,73915000832,0,10801,0,0,0,0,0,0,3,0,0,0,0,3,0
3460091188,3251000064,0,10801,0,0,0,0,0,0,1,0,0,0,0,1,0
3460091188,4476000256,0,10801,0,0,0,0,0,0,1,0,0,0,0,1,0
3472889703,6978999808,0,10801,0,0,0,0,0,0,1,0,0,0,0,1,0
3472889602,31077999616,0,10801,0,0,0,0,0,0,2,0,0,0,0,2,0
3472889766,17024000000,0,10801,0,0,0,0,0,0,2,0,0,0,0,2,0
3472893091,26279999488,\N,10801,0,0,0,0,0,0,0,0,1,0,0,0,0
3470563161,61872001280,0,10801,0,0,0,0,0,0,6,0,0,0,0,6,0
3464912299,180894000128,0,10801,0,0,0,0,0,0,44,0,0,0,0,44,0
3470561546,866000000,0,10801,0,0,0,0,0,0,1,0,0,0,0,1,0
3460091188,21561999872,0,10801,0,0,0,0,0,0,2,0,0,0,1,0,0
3470595367,11843999744,0,10801,0,0,0,0,0,0,2,0,0,0,0,2,0
3470598255,1284209000704,0,10801,0,0,0,0,0,0,165,0,0,0,0,165,0
