site_id,order,pctr,click_cnt,exposure_cnt,ctr_bias
70506421868294,9,2.5735540129369383,"",233,""
70506421868294,4,12701.753746093284,10704,876517,0.1866361870415998
70506421868294,2,201628.41174919123,175460,13525149,0.14914175167668553
70506421868294,1,826482.1592045507,729084,57106555,0.1335897636000114
70702022115052,9,61.402383079017454,65,1777,-0.05534795263050074
70702022115052,3,6469.382518425809,5850,492455,0.1058773535770614
70702022115052,6,246.08930491607316,238,8404,0.03398867611795442
70702022115052,8,89.73449143620383,107,2578,-0.16135989311959043
70702022115052,0,254259.15129516623,276204,18510526,-0.07945159630140686
70702022115052,2,33536.93562219912,30978,2759730,0.08260493324937435
70506421868294,3,52188.85158386151,45214,3516737,0.15426309514445768
70506421868294,6,570.0516811836999,496,44796,0.14929774432197562
70702022115052,7,142.377315792226,130,4206,0.09521012147866159
70702022115052,4,1592.58982817184,1465,97781,0.08709203288180212
70506421868294,8,17.17507197960822,15,1775,0.14500479864054805
70506421868294,0,900820.6265337567,958885,57119509,-0.0605540533705744
70702022115052,1,229199.7033529824,208098,18507348,0.10140272060751387
70506421868294,7,101.10951899061638,89,9147,0.13606201113052108
70506421868294,5,2825.824289925293,2345,203416,0.20504234111952813
70702022115052,5,528.7292637640348,485,23631,0.09016343044130903
