process_date,site_id,position_id,smart_optimization_goal,second_goal,valid_exposure_cnt,valid_click_cnt,active_num,second_active_num,valid_exposure_pctr,adjusted_smart_pcvr,vc_adjusted_smart_pcvr2,real_cost_micros,first_gmv,second_gmv,gmv
20210605,60005012352827,8060991538240800,104,315,2942,486,62,64,484076192626688,70678444,85964957,574.77,0.0,256.0,256.0
20210605,20201368893836,3040440804494903,104,315,14,0,0,0,137897000448,0,0,0.22413,0.0,0.0,0.0
20210605,30602476557982,6011715618083900,104,315,23,2,0,0,2468298989568,219456,178887,1.93,0.0,0.0,0.0
20210605,50604428212896,6021031581415096,104,315,14,0,0,0,593991006208,0,0,0.78931,0.0,0.0,0.0
20210605,60304476255988,7031328262230145,104,315,1,0,0,0,81530003456,0,0,0.3,0.0,0.0,0.0
20210605,60005012352827,7091620262430393,104,315,48,1,0,0,2439044023296,15864,14148,0.79,0.0,0.0,0.0
20210605,60402262989318,9081518050544082,104,315,31,2,0,0,3500702971904,8483,16299,0.38421,0.0,0.0,0.0
20210605,70707452477964,4091322444703448,104,315,532,2,0,0,3460871010240,39603,84511,3.3590099999999996,0.0,0.0,0.0
20210605,50605442246954,5051024513806628,104,315,3,0,0,0,34097999872,0,0,0.055349999999999996,0.0,0.0,0.0
20210605,60005012352827,3001711874241470,104,315,14,0,0,0,70492000000,0,0,0.10352,0.0,0.0,0.0
20210605,50605442246954,4051309568772803,104,315,65,1,0,0,815825999872,289241,221908,2.4604,0.0,0.0,0.0
20210605,60608308136142,6051441567843077,104,315,20109,385,136,672,427028807129024,104355682,125583831,932.01939,0.0,2688.0,2688.0
20210605,50604428212896,2061618342538612,104,315,3536,36,3,4,47804412004864,1797708,3081028,13.414980000000002,0.0,16.0,16.0
20210605,60608308136142,7081116267754344,104,315,5190,92,31,87,102796531096320,25796101,28684538,232.64803999999998,0.0,348.0,348.0
20210605,10005398496922,2050657611852988,104,315,1159,13,3,2,14274670016192,4040347,5089044,26.626309999999997,0.0,8.0,8.0
20210605,50901413830594,3091600579427904,104,315,1,0,0,0,13098000384,0,0,0.01,0.0,0.0,0.0
20210605,70506421868294,2010037357296348,104,315,7351,227,42,118,230191883863552,50632443,58820451,355.58549999999997,0.0,472.0,472.0
20210605,60608308136142,6050658024115652,104,315,16,1,0,0,190753998784,457616,525333,0.26742,0.0,0.0,0.0
20210605,30607480914543,3051164543334976,104,315,26,0,0,0,1403823988992,0,0,0.8401699999999999,0.0,0.0,0.0
20210605,30605462917931,5060391352290779,104,315,1,0,0,0,8993999872,0,0,0.049999999999999996,0.0,0.0,0.0
20210605,20201368893836,6000691429983720,104,315,928,12,3,7,8091313996608,2484462,2663175,9.699739999999998,0.0,28.0,28.0
20210605,10005398496922,6060752033468707,104,315,886,11,3,4,8936880995584,2251754,2157133,13.550489999999996,0.0,16.0,16.0
20210605,30607480914543,7080666398638648,104,315,47,5,0,0,8085312987136,295261,306059,5.390510000000001,0.0,0.0,0.0
20210605,50906420844971,7050956769621256,104,315,14,1,0,0,195085001216,581625,534859,0.51,0.0,0.0,0.0
