process_date,site_id,position_id,smart_optimization_goal,second_goal,valid_exposure_cnt,valid_click_cnt,active_num,second_active_num,valid_exposure_pctr,adjusted_smart_pcvr,vc_adjusted_smart_pcvr2,real_cost_micros,first_gmv,second_gmv,click_gmv,no_click_gmv
20210605,40106476583359,5011210832440768,104,204,2,0,0,0,12505999872,0,0,0.00365,0.0,0.0,0.0,0.0
20210605,90301475842282,8081673410512568,104,106,31466,365,12,1,584390641085056,13191571,1825158,202.04976000000005,0.0,88.0,88.0,0.0
20210605,40106476583359,8081912928675509,104,108,24,2,0,0,1736749987328,10346,3067,0.42596,0.0,0.0,0.0,0.0
20210605,10005398496922,9090551631951946,104,105,16769,304,31,16,286603560000832,30384572,16260995,640.5932399999999,0.0,644.94,644.94,0.0
20210605,60005012352827,7021429167118442,104,0,111632,736,13,0,520179296925760,14385384,0,819.8107300000004,601.83,0.0,569.8299999999999,32.0
20210605,50007452537563,6030681077562763,104,10801,4400,168,2,0,182295051091968,2076244,294484,275.82000000000005,0.0,0.0,0.0,0.0
20210605,60005012352827,6061405262120544,104,108,4,0,0,0,54615000064,0,0,0.0,0.0,0.0,0.0,0.0
20210605,60608308136142,2080666978753591,104,0,6108,157,10,0,181849632808320,8366603,0,233.10735000000003,235.64,0.0,173.62,62.019999999999996
20210605,70506421868294,2010037357296348,104,106,694575,24838,1274,367,25562359112896128,1371080678,416209431,23955.653670000003,0.0,40309.18000000002,34399.34000000001,5909.839999999999
20210605,80909368092923,1081873468328445,104,105,37,1,0,0,456055004032,36452,13354,2.0938,0.0,0.0,0.0,0.0
20210605,30506472073904,8000185420208130,104,106,3,0,0,0,90358999040,0,0,0.0,0.0,0.0,0.0,0.0
20210605,20209449293196,6041839613449495,104,315,9,0,0,0,86341001088,0,0,0.2,0.0,0.0,0.0,0.0
20210605,70702022115052,2051618885560425,104,204,12070,4572,81,25,5038153989362496,56360596,25306008,1150.7300000000002,0.0,1132.8,1132.8,0.0
20210605,60005012352827,8070830999147489,104,0,31245,1703,67,0,1694230138988032,38782229,0,595.3280300000001,1071.95,0.0,392.05,679.8999999999997
20210605,70800426750600,4041081116865261,104,0,5248,81,15,0,183493490957824,9372305,0,202.68717,166.13,0.0,166.13,0.0
20210605,70506421868294,2081020774133899,104,106,2362727,20474,188,60,20228005024040320,153788742,53917394,2595.7363900000014,0.0,7976.36,7976.36,0.0
20210605,20201368893836,1030241895108047,104,0,10799,214,6,0,216060476056768,2908510,0,67.88788999999997,134.1,0.0,134.1,0.0
