process_date,site_id,gid1,trace_has_click,smart_optimization_goal,second_goal,pcvr_bias,exposure_cnt,click_cnt,cost,gmv
20210605,80309495536503,未分组1,0,405,205,0.013745513745513747,2758,11,1.398927E-5,0.0
20210605,40504315369553,TME,0,301,204,0.14698190093040467,23,3,6.699999999999999E-7,0.0
20210605,90603469797199,TME,0,104,204,0.0,1,0,0.0,0.0
20210605,40106476583359,阅文系,0,405,108,0.0,6,0,2.0E-8,0.0
20210605,70804376351702,IEG,1,104,0,0.0,0,0,0.0,0.0
20210605,30400461864295,TME,0,409,0,0.0,7,0,3.2999999999999996E-7,0.0
20210605,40903398619789,TME,1,105,108,0.0,0,0,0.0,0.0
20210605,60304476255988,未分组1,1,302,205,0.0,0,0,0.0,0.0
20210605,40903398619789,TME,1,406,0,0.0,0,0,0.0,0.0
20210605,30602476557982,CSIG,1,405,0,0.0,0,0,0.0,0.0
20210605,40504315369553,未分组1,1,405,205,0.0,0,0,0.0,0.0
20210605,90505451424076,IEG,0,104,0,0.03680464329926864,8820,62,1.6308999999999996E-4,26.0
20210605,30502474797090,CSIG,0,10010,0,0.0,1,0,0.0,0.0
20210605,30806358632143,IEG,0,405,0,0.1641567605460173,419433,5722,0.016881336939999998,0.0
20210605,30806358632143,IEG,1,104,108,0.0,0,0,0.0,0.0
20210605,60508439594416,TME,0,405,204,0.017017715340772552,505,4,2.883926999999999E-5,0.0
20210605,20201368893836,TKD,0,402,0,0.11797676022225685,10254,102,1.3470541999999997E-4,0.0
20210605,50309348389211,IEG,0,106,0,0.0,1,0,0.0,0.0
20210605,90704445965875,IEG,1,205,0,0.0,0,0,0.0,0.0
20210605,70608348419857,IEG,1,204,205,0.0,0,0,0.0,0.0
20210605,90603469797199,TME,1,104,0,0.0,0,0,0.0,0.0
20210605,60003454983821,TME,1,405,204,0.0,0,0,0.0,0.0
20210605,60807476850604,TKD,1,107,0,0.0,0,0,0.0,53.54
20210605,50807530695352,TME,0,104,105,0.12406622245412643,15326,484,2.8724632E-4,0.0
20210605,80303373095787,QQ系,0,301,108,0.15053763440860216,402,28,1.8559999999999995E-5,0.0
20210605,10309012621387,QQ系,0,409,0,221.5087329071236,608,17,2.3860000000000005E-5,0.0
20210605,10600415585766,IEG,0,402,0,0.0,3,0,0.0,0.0
20210605,50007452537563,其他,0,301,108,0.0,5,0,4.0E-8,0.0
20210605,40706426556602,未分组1,1,104,204,0.0,0,0,0.0,0.0
20210605,10406450945135,阅文系,0,104,105,0.0029350104821802936,446,2,5.3999999999999974E-6,0.0
20210605,50002495342288,TME,1,302,0,0.0,0,0,0.0,0.0
20210605,60005012352827,QQ系,1,409,0,0.0,0,0,0.0,0.0
20210605,40504315369553,TME,1,10010,0,0.0,0,0,0.0,0.0
20210605,80909368092923,IEG,1,204,0,0.0,0,0,0.0,1714.2500000000002
20210605,40504315369553,未分组1,0,204,108,0.0,1,0,1.0799999999999999E-8,0.0
20210605,10509414896986,IEG,0,301,0,0.39791585317974093,1197,8,1.8389999999999988E-5,0.0
20210605,40807403425677,应用宝,0,104,0,0.9909822106091041,38296,2326,0.007727000229999994,0.0
20210605,10600415585766,IEG,1,104,10801,0.0,0,0,0.0,13231.76
20210605,30607480914543,阅文系,1,315,403,0.0,0,0,0.0,0.0
20210605,80304215099367,CSIG,0,302,204,0.0,10,0,0.0,0.0
20210605,40903398619789,TME,1,409,0,0.0,0,0,0.0,0.0
20210605,80904328951508,TME,1,405,205,0.0,0,0,0.0,0.0
20210605,50901413830594,IEG,1,405,0,0.0,0,0,0.0,0.0
20210605,30208368992837,TKD,0,204,407,0.0,8,0,3.0000000000000004E-8,0.0
20210605,90301475842282,TME,1,106,0,0.0,0,0,0.0,0.0
20210605,90505451424076,IEG,0,104,10801,0.03257328990228013,563,10,8.505000000000001E-5,0.0
20210605,20900420119451,QQ系,0,301,205,0.0,70,0,4.41E-8,0.0
20210605,20900420119451,QQ系,0,301,204,0.0,182,0,5.300000000000001E-7,0.0
20210605,20105445936502,未分组1,0,405,402,0.12260536398467432,3521,10,2.645677E-5,0.0
20210605,10604328256510,TME,0,10801,0,20.43860604361853,4450,114,2.2798396999999993E-4,0.0
20210605,60700493537595,IEG,0,104,10801,2.2338459203983177E-4,362,1,5.923999999999999E-5,0.0
20210605,50605442246954,IEG,0,104,105,0.08409228913602053,185006,2002,0.008241064589999998,454.32
20210605,40504315369553,TME,0,105,10801,0.35871492389847454,131863,1238,0.009293624949999996,0.0
20210605,30506472073904,TME,0,205,0,1.17647484050089,107471,601,3.390917700000003E-4,0.0
20210605,50605442246954,IEG,0,108,0,0.0,67,0,3.7300000000000003E-6,0.0
20210605,90503492650537,IEG,0,302,0,0.0,8,0,1.0E-8,0.0
20210605,70803405454129,CSIG,0,301,0,0.07692307692307693,12,1,2.6E-7,0.0
20210605,30506472073904,TME,0,10010,0,0.0,47,0,1.0E-8,0.0
20210605,10309012621387,QQ系,0,403,0,0.09235209235209237,139,10,1.19E-6,0.0
20210605,30400461864295,TME,1,204,0,0.0,0,0,0.0,3061.85
20210605,30800591023329,TME,0,204,108,0.4,21,2,1.06E-6,0.0
20210605,60305460411544,阅文系,1,108,0,0.0,0,0,0.0,0.0
20210605,50604428212896,TKD,1,412,0,0.0,0,0,0.0,0.0
20210605,40504400147134,阅文系,1,10801,0,0.0,0,0,0.0,15803.289999999999
20210605,70506421868294,TKD,0,405,204,0.36643763548367153,5302399,92704,0.2588035127999999,0.0
20210605,30605462917931,IEG,0,105,0,0.004807692307692308,191,1,9.259999999999998E-6,0.0
20210605,70609460544983,IEG,1,10801,0,0.0,0,0,0.0,720.0
20210605,10309012621387,QQ系,1,104,10801,0.0,0,0,0.0,102894.34
20210605,70601378118790,TME,0,405,0,1.0820546823475905,60948,1379,0.0010876176199999996,0.0
20210605,70608348419857,IEG,0,108,0,0.0,54,0,1.8609999999999996E-5,0.0
20210605,10309012621387,QQ系,0,204,205,0.5387182869596633,358859,2842,0.005529958920000002,0.0
20210605,60005012352827,TKD,0,105,10801,0.017641856546289896,4552,13,5.581E-5,0.0
20210605,50806409090287,TME,0,105,0,0.019494324437189174,3704,23,3.0507E-4,0.0
20210605,50906420844971,IEG,0,105,204,0.0,1,0,3.0E-8,0.0
20210605,80904328951508,TME,1,105,0,0.0,0,0,0.0,119.3
20210605,50002495342288,TME,1,204,205,0.0,0,0,0.0,0.0
20210605,90704445965875,IEG,1,402,0,0.0,0,0,0.0,0.0
20210605,40707432255536,IEG,1,402,0,0.0,0,0,0.0,0.0
20210605,80304215099367,CSIG,0,315,0,0.024378567001861248,3725,117,1.1286000000000003E-4,0.0
20210605,30005422732564,其他,0,105,10801,0.05714285714285714,2493,8,1.4851999999999997E-4,0.0
20210605,30502474797090,CSIG,1,406,0,0.0,0,0,0.0,0.0
20210605,10309012621387,QQ系,0,105,0,3.5179617105266976,6110780,88398,0.07054315094999997,37339.64
20210605,70506421868294,TKD,0,301,0,0.3420831303132549,47230681,669732,0.5372125224299998,298705.79000000004
20210605,50308424081820,TME,1,10801,0,0.0,0,0,0.0,674.0
20210605,20201368893836,TKD,0,119,0,130.40579223632812,14,1,1.5199999999999998E-6,0.0
20210605,40903398619789,TME,1,104,105,0.0,0,0,0.0,334.0
20210605,30208368992837,TKD,1,403,0,0.0,0,0,0.0,0.0
20210605,10005398496922,IEG,1,302,205,0.0,0,0,0.0,0.0
20210605,20209449293196,TME,0,104,0,0.037238037005857864,76537,660,6.111096100000001E-4,8.89
20210605,40903398619789,TME,1,10010,0,0.0,0,0,0.0,0.0
20210605,30302471412393,QQ系,1,105,10801,0.0,0,0,0.0,0.0
20210605,50604428212896,TKD,0,205,0,61.28358194652409,605972,8997,0.00399287722,0.0
20210605,20105445936502,未分组1,1,405,204,0.0,0,0,0.0,17096.15
20210605,40504400147134,阅文系,0,302,0,0.5617444124370522,226,7,4.47E-6,0.0
20210605,30208368992837,TKD,0,302,0,0.19272007273860842,6771,463,1.3298150999999997E-4,0.0
20210605,60303415282763,IEG,0,405,0,0.019219833963928033,4873,47,1.0194158999999997E-4,0.0
20210605,10406450945135,阅文系,0,315,0,0.10310255727996494,6434,132,3.5619780000000026E-5,0.0
20210605,30208368992837,TKD,0,405,402,0.0,36,0,4.9234E-7,0.0
20210605,60807476850604,TKD,0,106,0,0.16074957480165808,2885,45,6.560999999999999E-5,0.0
20210605,60304476255988,未分组1,0,104,0,0.05452401433081281,3413,60,4.4581999999999993E-4,0.0
20210605,40504315369553,TME,1,104,108,0.0,0,0,0.0,0.0
20210605,90704445965875,IEG,1,204,0,0.0,0,0,0.0,0.0
20210605,70608348419857,IEG,0,105,204,0.0,4,0,6.2E-7,0.0
20210605,60305460411544,阅文系,0,104,204,0.0,21,0,1.07E-6,0.0
20210605,60303415282763,IEG,0,204,0,0.028797428992314866,3133,29,8.536522999999996E-5,0.0
20210605,70601378118790,TME,1,10801,0,0.0,0,0,0.0,1222.22
20210605,50906420844971,IEG,1,105,10801,0.0,0,0,0.0,0.0
20210605,20605460089933,IEG,1,105,10801,0.0,0,0,0.0,0.0
20210605,70100221174573,CSIG,1,205,0,0.0,0,0,0.0,570.98
20210605,10600415585766,IEG,0,302,0,0.0,66,0,1.26E-6,0.0
20210605,70304481261296,TME,1,104,10801,0.0,0,0,0.0,0.0
20210605,70608348419857,IEG,1,405,205,0.0,0,0,0.0,5680.42
20210605,40504400147134,阅文系,1,301,0,0.0,0,0,0.0,8958.56
20210605,60305460411544,阅文系,1,315,0,0.0,0,0,0.0,1769.2599999999998
20210605,70006491319394,QQ系,0,301,205,0.0,1,0,0.0,0.0
20210605,70601378118790,TME,1,402,0,0.0,0,0,0.0,0.0
20210605,20805465563596,QQ系,0,204,205,0.325,1026,26,2.6000000000000005E-7,0.0
20210605,70506421868294,TKD,1,107,0,0.0,0,0,0.0,33750.78999999999
20210605,50002495342288,TME,0,405,108,0.0,3,0,1.0E-8,0.0
20210605,60700493537595,IEG,0,104,105,0.0,4,0,2.1E-7,0.0
20210605,20105445936502,未分组1,0,405,0,0.2813027084712351,2294110,14870,0.022431183719999997,0.0
20210605,60402262989318,CSIG,0,315,204,0.04026275052286613,360,11,5.809999999999999E-6,0.0
20210605,70908422871965,阅文系,1,302,0,0.0,0,0,0.0,0.0
20210605,50806409090287,TME,1,105,10801,0.0,0,0,0.0,0.0
20210605,20306444885088,IEG,0,302,0,0.0,224,0,7.0E-8,0.0
20210605,30208368992837,TKD,1,302,0,0.0,0,0,0.0,135.3
20210605,30602476557982,CSIG,0,402,0,0.4153739994969861,42,6,1.8299999999999998E-6,0.0
20210605,70908422871965,阅文系,0,315,403,0.045454545454545456,74,1,3.0E-8,0.0
20210605,70702022115052,TKD,0,315,0,0.15552496444142375,4657407,51864,0.056668036869999994,745.36
20210605,50604428212896,TKD,1,405,205,0.0,0,0,0.0,8129.76
20210605,50007452537563,其他,0,108,0,0.0,2,0,0.0,0.0
20210605,40301325569554,TME,1,205,0,0.0,0,0,0.0,200.55
20210605,70905490183934,IEG,1,104,0,0.0,0,0,0.0,0.0
20210605,90903124471793,其他,0,405,205,0.0,50,0,0.0,0.0
20210605,30302471412393,QQ系,1,105,0,0.0,0,0,0.0,0.0
20210605,30302471412393,QQ系,0,104,315,0.06313656686662554,1719,14,7.674579999999998E-6,0.0
20210605,90704445965875,IEG,0,108,0,0.16666666666666666,13,1,1.5999999999999998E-7,0.0
20210605,90503492650537,IEG,1,105,0,0.0,0,0,0.0,0.0
20210605,10309012621387,QQ系,1,405,205,0.0,0,0,0.0,4142.5
20210605,30607480914543,阅文系,0,105,10801,12.226928291129994,257715,12308,0.008832406589999998,0.0
20210605,30400461864295,TME,0,104,108,0.4,210,12,7.229999999999999E-6,0.0
20210605,70609460544983,IEG,1,104,0,0.0,0,0,0.0,5178.83
20210605,20604530875002,TME,0,301,0,0.0,35,0,1.4000000000000001E-6,7.0
20210605,40504400147134,阅文系,0,412,0,0.0,1,0,0.0,0.0
20210605,50604428212896,TKD,1,405,409,0.0,0,0,0.0,0.0
20210605,30502474797090,CSIG,0,315,0,0.8537409715652465,1221,102,9.367331999999999E-5,0.0
20210605,90503492650537,IEG,0,104,204,0.0,64,0,2.7999999999999997E-7,0.0
20210605,10309012621387,QQ系,1,104,105,0.0,0,0,0.0,33425.84
20210605,30208368992837,TKD,0,105,10801,8.594338899912835,2405,9,1.0124891999999997E-4,0.0
20210605,30208368992837,TKD,0,104,10801,0.10484404396939397,74151,1602,0.0020531742899999993,0.0
20210605,60704472578903,TME,0,405,0,1.0090771771782674,20001,271,1.8135782000000002E-4,0.0
20210605,40504315369553,未分组1,0,104,105,0.03612963691431814,1021,13,1.4206400000000002E-5,0.0
20210605,10907511528330,TME,0,405,204,0.04254784444187824,858,36,9.879969999999996E-6,0.0
20210605,80304215099367,CSIG,1,204,0,0.0,0,0,0.0,256.71
20210605,90301475842282,TME,0,302,119,0.0,4,0,0.0,0.0
20210605,50604428212896,TKD,0,315,204,0.04780632998497167,19586,321,8.582079999999996E-5,0.0
20210605,50604428212896,TKD,1,104,0,0.0,0,0,0.0,97918.43999999999
20210605,50106403385474,IEG,0,405,204,0.0,8,0,2.02E-6,0.0
20210605,60402262989318,CSIG,0,302,0,0.1933093080911995,39346,1093,5.013790999999997E-4,0.0
20210605,90301475842282,TME,0,105,0,0.025254379036528357,2448,29,3.119302999999999E-5,0.0
20210605,90301475842282,TME,0,108,0,0.013221187444781096,692,9,8.91999999999999E-6,0.0
20210605,20906306793614,TKD,1,405,204,0.0,0,0,0.0,0.0
20210605,70601378118790,TME,0,405,204,0.12905357587617391,6349,203,1.3393740000000002E-4,0.0
20210605,20209449293196,TME,1,301,0,0.0,0,0,0.0,505.78000000000003
20210605,50007452537563,其他,0,105,0,0.6921022699159735,3588,149,1.3047240000000002E-4,0.0
20210605,70601378118790,TME,1,302,205,0.0,0,0,0.0,0.0
20210605,70804376351702,IEG,0,301,0,0.3333333333333333,40,2,1.31E-6,0.0
20210605,50309348389211,IEG,0,10801,0,0.022813995903973126,6646,45,5.929699999999994E-4,0.0
20210605,70702022115052,TKD,0,301,205,0.022899735479466735,4830,49,2.6359639999999987E-5,0.0
20210605,80909368092923,IEG,1,302,0,0.0,0,0,0.0,0.0
20210605,60402262989318,CSIG,0,105,10801,0.11657321107407026,17381,563,0.0015350825099999998,0.0
20210605,70608348419857,IEG,0,205,0,0.2861141671480473,1918,94,6.252714999999999E-4,0.0
20210605,30800591023329,TME,1,104,105,0.0,0,0,0.0,561.22
20210605,80303373095787,QQ系,1,108,0,0.0,0,0,0.0,39.0
20210605,80303373095787,QQ系,0,402,10009,0.0,2,0,2.9000000000000003E-7,0.0
20210605,70800426750600,QQ系,1,301,0,0.0,0,0,0.0,306.01
20210605,60305460411544,阅文系,1,315,403,0.0,0,0,0.0,0.0
20210605,70702022115052,TKD,1,104,315,0.0,0,0,0.0,10626.2
20210605,50901413830594,IEG,0,105,108,0.0,2,0,2.0E-8,0.0
20210605,50002495342288,TME,0,315,0,0.34014603515578723,3396,516,8.717323000000002E-5,0.0
20210605,80904328951508,TME,1,204,0,0.0,0,0,0.0,12606.36
20210605,50309348389211,IEG,0,204,205,0.0,7,0,9.9E-7,0.0
20210605,30806358632143,IEG,1,302,0,0.0,0,0,0.0,0.0
20210605,50806409090287,TME,0,301,205,0.0,1,0,0.0,0.0
20210605,80304215099367,CSIG,0,104,204,0.0425531914893617,73,2,2.0E-8,0.0
20210605,40504400147134,阅文系,1,405,205,0.0,0,0,0.0,3867.18
20210605,10509414896986,IEG,0,104,10801,0.040538433690939776,50716,404,0.007043968400000001,1844.0
20210605,50609444954277,CSIG,1,105,0,0.0,0,0,0.0,29.8
20210605,70506421868294,TKD,1,315,405,0.0,0,0,0.0,0.0
20210605,70006491319394,QQ系,0,10801,0,0.0030934571633847914,4493,9,5.486081E-5,0.0
20210605,20204533209471,TME,0,108,0,0.0,2,0,1.0E-8,0.0
20210605,20605460089933,IEG,1,104,0,0.0,0,0,0.0,0.0
20210605,50807530695352,TME,1,10801,0,0.0,0,0,0.0,0.0
20210605,40504400147134,阅文系,1,405,0,0.0,0,0,0.0,3289.12
20210605,70702022115052,TKD,1,403,0,0.0,0,0,0.0,0.0
20210605,90503492650537,IEG,1,405,0,0.0,0,0,0.0,4588.65
20210605,50104416453989,未分组1,0,405,204,0.09192330291118528,1231,36,3.1027067999999985E-4,0.0
20210605,50807530695352,TME,0,104,204,0.09345571011455392,1335,71,1.8302849999999994E-5,0.0
20210605,70800426750600,QQ系,1,104,10801,0.0,0,0,0.0,10499.18
20210605,70707452477964,阅文系,0,105,10801,23.025833385585624,12489,193,9.180566999999999E-5,0.0
20210605,90301475842282,TME,0,104,10801,0.014004914004914003,1473,17,3.646999999999998E-5,0.0
20210605,90503492650537,IEG,0,315,0,0.012639829333778212,3706,36,4.2928359999999984E-5,0.0
20210605,70804376351702,IEG,0,405,204,0.0,15,0,1.0E-8,0.0
20210605,50002495342288,TME,0,409,0,0.0,31,0,9.9E-7,0.0
20210605,10604328256510,TME,1,104,105,0.0,0,0,0.0,0.0
20210605,40701410311452,QQ系,1,104,204,0.0,0,0,0.0,0.0
20210605,40903398619789,TME,1,315,405,0.0,0,0,0.0,0.0
20210605,30302471412393,QQ系,1,104,10801,0.0,0,0,0.0,0.0
20210605,20605460089933,IEG,1,204,0,0.0,0,0,0.0,0.0
20210605,80304215099367,CSIG,0,302,0,0.1218327134847641,630,26,2.358634E-5,0.0
20210605,70702022115052,TKD,1,315,0,0.0,0,0,0.0,54201.86000000001
20210605,30607480914543,阅文系,0,412,0,0.008547008547008548,27,1,2.8064E-7,0.0
20210605,40706426556602,QQ系,0,315,405,0.11879412333170573,15,1,1.0E-8,0.0
20210605,20201368893836,TKD,0,104,0,0.3427805747218604,1499260,44011,0.016370232460000002,868.3499999999999
20210605,30502474797090,CSIG,1,302,205,0.0,0,0,0.0,0.0
20210605,70405412545955,IEG,1,104,105,0.0,0,0,0.0,0.0
20210605,90100326256701,IEG,0,108,0,0.0,1,0,0.0,0.0
20210605,40504315369553,TME,1,301,205,0.0,0,0,0.0,0.0
20210605,20204533209471,TME,0,405,204,0.06744689013688795,74,5,2.0102300000000002E-6,0.0
20210605,50007452537563,其他,0,106,0,1.0,1,1,0.0,0.0
20210605,10005398496922,IEG,0,301,108,0.06936459066385174,411,15,5.9700000000000004E-6,0.0
20210605,40504315369553,TME,0,302,119,0.13333333333333333,30,2,7.0E-7,0.0
20210605,70702022115052,TKD,1,107,0,0.0,0,0,0.0,17342.940000000002
20210605,50308424081820,TME,0,302,0,4.466972815858632,71328,4579,0.00104997242,0.0
20210605,10406450945135,阅文系,0,204,0,0.03696128582182588,14045,86,3.1867478000000005E-4,800.0
20210605,20306444885088,IEG,1,104,105,0.0,0,0,0.0,70.0
20210605,60304476255988,未分组1,0,302,205,0.1,40,2,4.856999999999999E-5,0.0
20210605,60704472578903,TME,0,108,0,0.0,25,0,6.0E-8,0.0
20210605,60005012352827,QQ系,0,107,0,0.3845672313859608,97501,2190,0.0013845448499999998,0.0
20210605,40706426556602,QQ系,1,205,0,0.0,0,0,0.0,550.0
20210605,30607480914543,阅文系,1,204,407,0.0,0,0,0.0,0.0
20210605,20604530875002,TME,1,104,0,0.0,0,0,0.0,279.91999999999996
20210605,50206368215858,IEG,0,105,10801,0.07588004346399868,1829,28,0.0014587099999999998,0.0
20210605,40706426556602,未分组1,1,106,0,0.0,0,0,0.0,0.0
20210605,60005012352827,TKD,0,104,108,0.0,44,0,1.6E-7,0.0
20210605,30502474797090,CSIG,1,104,0,0.0,0,0,0.0,2253.91
20210605,90704445965875,IEG,0,104,105,0.11223073150172379,412,37,1.5579999999999997E-5,0.0
20210605,40903398619789,TME,1,315,0,0.0,0,0,0.0,999.0600000000001
20210605,10707405966597,QQ系,0,301,0,0.2856597766799518,76152,495,2.2137718999999995E-4,0.0
20210605,70608348419857,IEG,1,106,0,0.0,0,0,0.0,0.0
20210605,50901413830594,IEG,0,204,108,0.0,3,0,1.0999999999999998E-7,0.0
20210605,20306444885088,IEG,0,104,10801,0.005494505494505495,200,1,1.0099999999999999E-6,0.0
20210605,70204561021014,IEG,0,104,10801,0.08104395604395603,65,2,5.539999999999999E-6,0.0
20210605,60402262989318,CSIG,1,402,10009,0.0,0,0,0.0,0.0
20210605,50309348389211,IEG,0,104,108,0.0,5,0,3.7E-7,0.0
20210605,70006563700470,TME,0,105,0,0.3964188429560975,9349,465,2.4287950999999993E-4,0.0
20210605,80904328951508,TME,1,315,405,0.0,0,0,0.0,0.0
20210605,50604428212896,TKD,0,405,0,3.942925838945869,5906089,67513,0.017551323070000003,0.0
20210605,10707405966597,QQ系,0,107,0,0.0,242,0,0.0,0.0
20210605,20105445936502,未分组1,0,104,0,0.22310542747583786,2325740,10225,0.02122673354000001,475.26
20210605,40106476583359,未分组1,0,105,108,0.03659211847061411,337,13,2.1499999999999997E-6,0.0
20210605,70506421868294,TKD,1,412,0,0.0,0,0,0.0,0.0
20210605,10005398496922,IEG,0,402,0,0.0,15,0,4.999999999999999E-8,0.0
20210605,50605442246954,IEG,1,106,0,0.0,0,0,0.0,0.0
20210605,80904328951508,TME,0,204,108,0.0,4,0,2.0E-7,0.0
20210605,40706426556602,未分组1,1,10801,0,0.0,0,0,0.0,0.0
20210605,30208368992837,TKD,1,301,0,0.0,0,0,0.0,1441.48
20210605,10309012621387,QQ系,0,204,108,1.2109285687969003,474203,3038,0.0071260288799999995,0.0
20210605,90100326256701,IEG,0,301,0,0.75,16,2,1.1199999999999999E-6,0.0
20210605,60508439594416,TME,0,104,105,0.0,37,0,1.31E-6,0.0
20210605,10406450945135,阅文系,0,302,0,0.0,30,0,4.0E-7,0.0
20210605,30206388181212,IEG,0,204,108,0.0,9,0,1.1199999999999999E-6,0.0
20210605,60807476850604,TKD,1,301,108,0.0,0,0,0.0,63.0
20210605,50604428212896,TKD,1,402,10009,0.0,0,0,0.0,0.0
20210605,70702022115052,TKD,0,104,105,0.4607494514200378,6832053,123268,0.08486784675,4899.9800000000005
20210605,60700493537595,IEG,0,204,108,0.0,4,0,2.6E-7,0.0
20210605,80303373095787,QQ系,1,301,204,0.0,0,0,0.0,0.0
20210605,50002495342288,TME,1,105,0,0.0,0,0,0.0,0.0
20210605,50605442246954,IEG,1,107,0,0.0,0,0,0.0,0.0
20210605,50308424081820,TME,1,104,204,0.0,0,0,0.0,0.0
20210605,30605462917931,IEG,1,104,105,0.0,0,0,0.0,0.0
20210605,50904485673781,IEG,0,104,108,0.0,2,0,2.0E-8,0.0
20210605,10600415585766,IEG,0,315,0,0.0,1,0,0.0,0.0
20210605,30607480914543,阅文系,1,107,0,0.0,0,0,0.0,1548.8199999999997
20210605,70506421868294,TKD,0,105,10801,0.5870633220160582,2369842,22840,0.07906349953,12494.0
20210605,30800591023329,TME,1,301,205,0.0,0,0,0.0,0.0
20210605,90205493587472,IEG,0,104,10801,0.0,9,0,1.0999999999999999E-7,0.0
20210605,50901413830594,IEG,0,104,315,0.0,5,0,7.0E-8,0.0
20210605,20201368893836,TKD,0,409,0,1357.212646484375,19,1,2.1937E-7,0.0
20210605,70304481261296,TME,0,104,105,1.4336483969748572,80394,5706,0.0012732204899999994,0.0
20210605,20201368893836,TKD,1,301,108,0.0,0,0,0.0,0.0
20210605,70908422871965,阅文系,0,301,108,0.13124031007751938,499,23,1.3830990000000001E-5,0.0
20210605,10600415585766,IEG,0,301,0,0.02317616677192187,4717,24,7.494460000000005E-5,467.02
20210605,50604428212896,TKD,0,10010,0,0.0,1,0,0.0,0.0
20210605,40706426556602,未分组1,0,405,0,0.8996788269993085,1467,141,6.01478E-6,0.0
20210605,60304476255988,未分组1,0,105,10801,0.0392156862745098,137,2,8.807999999999997E-5,0.0
20210605,70405412545955,IEG,0,405,0,0.09602345463046655,148063,1839,0.00972427567,0.0
20210605,70100221174573,CSIG,0,405,409,0.041666666666666664,48,3,3.0000000000000004E-8,0.0
20210605,70506421868294,TKD,1,402,10009,0.0,0,0,0.0,0.0
20210605,40706426556602,未分组1,0,104,10801,0.09691629955947137,269,22,1.7949800000000003E-6,0.0
20210605,60005012352827,TKD,0,107,0,0.020623249299719888,1462,10,4.999999999999998E-6,0.0
20210605,40706426556602,QQ系,0,204,205,0.5104877102326661,45861,2243,1.5921161999999994E-4,0.0
20210605,30605462917931,IEG,0,204,108,0.0,3,0,3.0E-8,0.0
20210605,40706426556602,QQ系,0,301,10801,2.2041397910038336,271883,1495,0.0011066399999999999,0.0
20210605,70006563700470,TME,0,104,105,0.20870985243093976,12801,570,2.6210365E-4,0.0
20210605,80605561822013,IEG,0,10801,0,0.0,9,0,9.999999999999998E-8,0.0
20210605,60807476850604,TKD,0,405,204,0.0315877166436507,20881,99,2.3368E-4,0.0
20210605,30602476557982,CSIG,1,10801,0,0.0,0,0,0.0,0.0
20210605,40903398619789,TME,1,204,0,0.0,0,0,0.0,13692.74
20210605,50308424081820,TME,1,204,0,0.0,0,0,0.0,7570.01
20210605,70609460544983,IEG,0,104,10801,0.024790281273703522,107985,275,0.0035199910599999986,0.0
20210605,30607480914543,阅文系,0,106,0,1.158763098975036,1686,90,5.007498000000001E-5,0.0
20210605,30506472073904,TME,1,405,205,0.0,0,0,0.0,0.0
20210605,30800591023329,TME,1,104,108,0.0,0,0,0.0,0.0
20210605,20900420119451,QQ系,1,315,0,0.0,0,0,0.0,0.0
20210605,60807476850604,TKD,1,204,205,0.0,0,0,0.0,2860.0
20210605,20201368893836,TKD,0,402,409,0.0,1,0,0.0,0.0
20210605,40706426556602,QQ系,0,105,10801,0.9320613288811189,288153,10541,0.012277113359999996,8698.0
20210605,10604328256510,TME,0,301,0,0.2627393934426157,43463,1787,0.0015701434399999995,0.0
20210605,10309012621387,QQ系,1,108,0,0.0,0,0,0.0,6102.84
20210605,60402262989318,CSIG,1,108,0,0.0,0,0,0.0,131.98
20210605,50605442246954,IEG,0,405,0,0.16231455418419694,113753,1790,0.008806765759999998,0.0
20210605,40504315369553,TME,1,204,0,0.0,0,0,0.0,118535.70000000001
20210605,60003454983821,TME,0,406,0,0.0,1,0,3.0E-8,0.0
20210605,50605442246954,IEG,1,302,0,0.0,0,0,0.0,0.0
20210605,90301475842282,TME,0,302,0,0.0107586410508227,194,3,8.7E-7,0.0
20210605,90603469797199,TME,0,104,0,0.04941615082711401,28432,568,2.548866100000001E-4,0.0
20210605,30502474797090,CSIG,1,301,205,0.0,0,0,0.0,0.0
20210605,70100221174573,CSIG,1,10801,0,0.0,0,0,0.0,0.0
20210605,70006491319394,QQ系,0,405,205,0.014951392131693223,100,1,1.5994E-7,0.0
20210605,40807403425677,应用宝,1,105,0,0.0,0,0,0.0,0.0
20210605,60005012352827,QQ系,1,301,108,0.0,0,0,0.0,224.0
20210605,50604428212896,TKD,1,204,108,0.0,0,0,0.0,0.0
20210605,20605460089933,IEG,0,104,204,0.0,4,0,5.0E-8,0.0
20210605,10907511528330,TME,1,301,0,0.0,0,0,0.0,22.11
20210605,30206388181212,IEG,0,204,0,0.058823529411764705,20,1,1.48E-6,0.0
20210605,40604491829077,IEG,0,204,0,0.00713506383555276,405,2,3.457721999999999E-5,0.0
20210605,40701410311452,QQ系,0,106,0,0.0,2,0,0.0,0.0
20210605,30502474797090,CSIG,1,105,0,0.0,0,0,0.0,100.0
20210605,70006563700470,TME,0,107,0,0.13157894736842105,135,5,2.0363600000000003E-6,0.0
20210605,10907511528330,TME,1,405,205,0.0,0,0,0.0,0.0
20210605,40106476583359,阅文系,0,105,108,0.1,6,1,3.0E-8,0.0
20210605,60005012352827,QQ系,0,119,0,14.80945110321045,24,1,2.2E-6,0.0
20210605,80904328951508,TME,1,301,0,0.0,0,0,0.0,25847.39
