process_date,site_id,position_id,smart_optimization_goal,second_goal,valid_exposure_cnt,valid_click_cnt,active_num,second_active_num,valid_exposure_pctr,adjusted_smart_pcvr,vc_adjusted_smart_pcvr2,real_cost_micros,first_gmv,second_gmv,click_gmv,no_click_gmv
20210605,50604428212896,8061828846258613,402,0,6,0,0,0,137525001216,0,0,0.13376,0.0,0.0,0.0,0.0
20210605,60304476255988,7031328262230145,405,0,3337,120,6,0,80592776068608,9605758,0,1063.2611,1083.45,0.0,1083.45,0.0
20210605,30506472073904,1091562863403524,105,0,6018,55,7,0,79709546056704,5340827,0,477.41756999999996,431.66,0.0,351.65999999999997,80.0
20210605,60402262989318,5060992371618963,315,0,290,1,0,0,1601472004928,410054,0,0.43212,0.0,0.0,0.0,0.0
20210605,80303373095787,3070491434730860,205,0,91,1,0,0,559273004608,11275,0,3.33701,0.0,0.0,0.0,0.0
20210605,70702022115052,4031475713982577,119,0,2,0,0,0,12904999936,0,0,0.022539999999999998,0.0,0.0,0.0,0.0
20210605,60901499286057,9041048004714660,104,106,2,0,0,0,16696000512,0,0,0.06999999999999999,0.0,0.0,0.0,0.0
20210605,30806358632143,8091789524504227,105,0,14125,90,5,0,118689912045824,1533035,0,293.03918,542.98,0.0,0.0,542.98
20210605,60303415282763,6001610108282700,105,10801,3528,26,3,1,28723586028352,4945197,1136641,998.73495,0.0,1719.0,1719.0,0.0
20210605,50206368215858,7061811004067684,105,106,17,0,0,0,338053000192,0,0,0.93475,0.0,0.0,0.0,0.0
20210605,60005012352827,7091620262430393,105,0,1897,39,0,0,49096298032384,381743,0,16.722019999999993,0.0,0.0,0.0,0.0
20210605,10907511528330,6091955126547349,104,10801,157,9,0,0,4486512002048,75461,24010,13.509999999999994,0.0,0.0,0.0,0.0
20210605,60402262989318,3010154541646052,10010,0,1,0,0,0,61803999232,0,0,0.0,0.0,0.0,0.0,0.0
20210605,70809455792733,5031517119419654,302,0,7572,54,39,0,65133844990592,35017888,0,13.622760000000003,14.41,0.0,14.409999999999997,0.0
20210605,40301325569554,2020583460709849,405,0,1331,17,0,0,18089762013440,293422,0,22.020109999999995,0.0,0.0,0.0,0.0
20210605,40504400147134,4030488376820018,10,0,107,1,0,0,3683347006464,829,0,0.11,0.0,0.0,0.0,0.0
20210605,10309012621387,5040727944638663,105,106,172,2,0,0,987518003456,1946,818,0.19999999999999998,0.0,0.0,0.0,0.0
20210605,10005398496922,8091957189591163,105,108,11,0,0,0,128782998784,0,0,0.5454,0.0,0.0,0.0,0.0
20210605,80304215099367,9070759206383574,405,204,14,0,0,0,107703000064,0,0,0.13951,0.0,0.0,0.0,0.0
20210605,60402262989318,2040348204263865,402,0,118,2,0,0,1215828010496,25910,0,1.9748000000000003,0.0,0.0,0.0,0.0
20210605,60005012352827,4031385499008864,105,10801,317,8,0,0,14310774000640,232851,54479,59.43784000000001,0.0,0.0,0.0,0.0
20210605,80909368092923,4081910633035421,405,204,5713,89,4,3,92010610171136,2128007,1572082,677.1627899999999,0.0,1157.65,1157.65,0.0
20210605,20201368893836,7060392459077187,104,105,12172,199,9,3,197085016903168,5498569,3162472,155.56084,0.0,102.0,102.0,0.0
20210605,40504315369553,8060931956679544,107,0,29490,509,12,0,538766172523392,10063524,0,196.85300999999998,219.12,0.0,219.12,0.0
20210605,70609460544983,5050090290847634,301,108,6,0,0,0,62395000064,0,0,0.18,0.0,0.0,0.0,0.0
20210605,70702022115052,7030428295248122,105,0,11104,262,1,0,238170788919296,1386290,0,67.07294000000002,86.28,0.0,86.28,0.0
20210605,80909368092923,4081910633035421,405,0,16440,224,1,0,270766778062592,4166282,0,1491.20119,211.93,0.0,211.93,0.0
20210605,70506421868294,5000717822579468,302,119,4,0,0,0,9875000192,0,0,0.0,0.0,0.0,0.0,0.0
20210605,50604428212896,1021227835982599,105,10801,8887,33,0,0,29722078992576,191323,48921,49.641599999999976,0.0,0.0,0.0,0.0
20210605,30806358632143,2000255661157879,105,106,4651,36,1,1,44481191960576,1554159,395843,73.45804999999999,0.0,96.8,0.0,96.8
20210605,70506421868294,2010037357296348,105,0,474168,14459,274,0,14598362346601728,306645182,0,16560.50931999999,15521.42,0.0,11820.269999999997,3701.1500000000015
20210605,60005012352827,5011938321578756,301,205,11,1,1,0,535257009152,101374,4184,0.09,0.0,0.0,0.0,0.0
20210605,10309012621387,6010627934636636,205,0,8871,80,0,0,82375088010944,227828,0,66.16591000000001,0.0,0.0,0.0,0.0
20210605,40706426556602,7000954364130519,105,0,407748,18528,6,0,19476648651965120,20175548,0,1001.6212799999998,256.95,0.0,256.95,0.0
20210605,10509414896986,3081003283994246,205,0,185,0,0,0,2484150998016,0,0,14.625910000000001,0.0,0.0,0.0,0.0
20210605,50604428212896,8061429346478974,104,204,3286,197,1,0,202508410063616,3611350,184570,34.91728000000003,0.0,0.0,0.0,0.0
20210605,70707452477964,9051127424508558,106,0,80,8,0,0,9912236018432,5012,0,0.86169,0.0,0.0,0.0,0.0
20210605,30806358632143,5071677992060493,302,0,63,1,0,0,947989001216,75938,0,3.8419399999999997,0.0,0.0,0.0,0.0
20210605,50002495342288,8031373430018833,104,204,19,0,0,0,361778000384,0,0,0.0,0.0,0.0,0.0,0.0
20210605,10309012621387,7000488492552164,402,0,21,0,0,0,65500999168,0,0,0.06681,0.0,0.0,0.0,0.0
20210605,60402262989318,4011608449932965,301,108,653,36,11,2,59981091927040,10621462,419565,43.682909999999985,0.0,70.0,70.0,0.0
20210605,50604428212896,9040639426945639,204,407,11,0,0,0,105474999552,0,0,0.0,0.0,0.0,0.0,0.0
20210605,80909368092923,2050353621456997,315,0,27,1,0,0,305283000960,226998,0,0.43438,0.0,0.0,0.0,0.0
20210605,90301475842282,8081673410512568,302,205,94,0,0,0,1312737997824,0,0,0.0,0.0,0.0,0.0,0.0
20210605,70609460544983,4040875238818323,204,205,1,0,0,0,12344000512,0,0,0.0,0.0,0.0,0.0,0.0
20210605,80909368092923,7061878418913926,301,0,554,7,1,0,6616932991936,2844879,0,11.781439999999995,1.51,0.0,1.51,0.0
20210605,60005012352827,5061201803333178,315,204,420,7,0,0,3757316004032,3260058,260161,10.976129999999994,0.0,0.0,0.0,0.0
20210605,80309495536503,5021743550407317,108,0,6,0,0,0,89519001088,0,0,0.08,0.0,0.0,0.0,0.0
20210605,60402262989318,4080148765787926,405,205,177,16,0,0,14397356042240,9443,1100,1.0642099999999999,0.0,0.0,0.0,0.0
20210605,70702022115052,2001207169870541,301,0,268,2,1,0,4312636994560,1091640,0,2.6600399999999977,1.5,0.0,1.5,0.0
20210605,40106476583359,8081912928675509,104,10801,794,30,1,1,27281970014336,1711604,462059,125.6848,0.0,860.0,860.0,0.0
20210605,60807476850604,7020351970700627,315,204,110,4,4,0,3032874002432,1667923,136216,2.29,0.0,0.0,0.0,0.0
20210605,30800591023329,7021658156842254,104,315,5813,339,48,66,317747454908160,47002265,54913909,212.50387,0.0,256.0,137.5,118.50000000000001
20210605,70506421868294,1000707596021420,302,204,1571,6,0,0,5037599000832,82231,26836,17.42,0.0,0.0,0.0,0.0
20210605,70506421868294,7030034547504221,105,10801,38073,495,17,4,496058279965504,15678477,3443405,3001.48665,0.0,13157.32,13157.32,0.0
20210605,50604428212896,9021421826953475,301,205,5,0,0,0,210311006208,0,0,0.09999999999999999,0.0,0.0,0.0,0.0
20210605,50206368215858,3051523401015832,405,204,76,1,0,0,829802004736,28821,12053,9.126329999999996,0.0,0.0,0.0,0.0
20210605,70702022115052,4031475713982577,105,106,196,2,0,0,3640781994496,127241,8327,0.9901999999999997,0.0,0.0,0.0,0.0
20210605,10005398496922,8001112682675076,301,108,43,1,0,0,982586000896,535481,23031,1.35825,0.0,0.0,0.0,0.0
20210605,40903398619789,8000848884895564,405,0,183383,4108,7,0,3973175764800704,13809803,0,2131.528059999999,1135.13,0.0,1135.13,0.0
20210605,40504315369553,6011522394444276,104,105,138545,1258,73,54,1358483174017920,83755983,52214012,1508.0990699999984,0.0,1604.6700000000003,1490.3400000000004,114.33000000000001
20210605,60305460411544,7060366510662611,10801,0,99,0,0,0,1666216999680,0,0,38.88223,0.0,0.0,0.0,0.0
20210605,50604428212896,9030795253049104,104,105,1,0,0,0,27740999680,0,0,0.0,0.0,0.0,0.0,0.0
20210605,10005398496922,2050657611852988,315,0,29,0,0,0,270400001472,0,0,0.08404999999999999,0.0,0.0,0.0,0.0
20210605,70601378118790,5061758290192856,405,0,703,33,0,0,30242479985664,170547,0,11.442219999999995,0.0,0.0,0.0,0.0
20210605,60005012352827,1091212938938244,104,10801,25,0,0,0,239556001280,0,0,0.0,0.0,0.0,0.0,0.0
20210605,70608348419857,3081684210671442,104,10801,29,0,0,0,235685004160,0,0,18.033809999999995,0.0,0.0,0.0,0.0
20210605,30806358632143,2020392204496938,405,0,3632,73,0,0,69531217049536,1063149,0,102.95015999999998,0.0,0.0,0.0,0.0
20210605,30208368992837,3050744845305332,405,0,19047,249,2,0,175953912009344,1315885,0,210.80519999999993,239.77,0.0,239.76999999999998,0.0
20210605,40106476583359,5011618958977507,104,108,110,8,0,0,8863742973952,39546,15402,2.19214,0.0,0.0,0.0,0.0
20210605,10309012621387,4030158521231700,301,0,88282,19032,4841,0,20228922994206208,6097683101,0,14214.100460000001,12126.18,0.0,12126.18,0.0
20210605,60005012352827,1011216998030281,7,204,5,0,0,0,63937998848,0,0,0.02,0.0,0.0,0.0,0.0
20210605,60402262989318,5091029570740426,104,204,2764,38,0,0,70310562948608,895298,281662,33.58383000000002,0.0,0.0,0.0,0.0
20210605,60704472578903,3071244334395274,405,204,1873,21,0,0,17783848990144,38408,17853,2.12507,0.0,0.0,0.0,0.0
20210605,70702022115052,6061845399741981,107,0,2996,37,4,0,50499258075520,898489,0,49.67347000000001,71.77,0.0,71.77000000000001,0.0
20210605,60005012352827,4091569797816435,315,204,3,0,0,0,25904000000,0,0,0.05,0.0,0.0,0.0,0.0
20210605,70506421868294,2030561080230421,302,204,2292,23,2,0,19871822004800,625969,411089,75.0,0.0,0.0,0.0,0.0
20210605,20102414297987,7071400243398726,10801,0,10141,67,1,0,83951633005696,1937377,0,1761.7920900000001,1158.18,0.0,1158.18,0.0
20210605,70506421868294,1081675071747051,105,10801,187,3,0,0,1159008999040,32544,8715,6.200280000000003,0.0,0.0,0.0,0.0
20210605,40504315369553,6051086675993787,104,315,6,0,0,0,46844000000,0,0,0.06159,0.0,0.0,0.0,0.0
20210605,60402262989318,4011705563194557,315,0,754,32,15,0,27624195073024,19151384,0,46.12044,33.9,0.0,33.9,0.0
20210605,40301325569554,5091925885734422,302,205,10,0,0,0,384925997056,0,0,0.0,0.0,0.0,0.0,0.0
20210605,40504315369553,3081450150353856,105,106,11262,176,21,8,201774166115520,22627840,3071065,880.0722200000001,0.0,1040.0,1040.0,0.0
20210605,30208368992837,3040385926939789,105,0,57,0,0,0,320988001600,0,0,0.06269999999999999,0.0,0.0,0.0,0.0
20210605,60005012352827,6041833301872505,204,205,48,1,0,0,406572999936,7589,489,1.4478299999999997,0.0,0.0,0.0,0.0
20210605,40301325569554,4090037148477116,302,204,1,0,0,0,2940000000,0,0,0.0,0.0,0.0,0.0,0.0
20210605,70702022115052,4041703598251971,119,0,1,0,0,0,30157000704,0,0,0.03,0.0,0.0,0.0,0.0
20210605,30208368992837,7030041835004251,105,0,186,4,0,0,1815677993088,31651,0,0.4873700000000001,0.0,0.0,0.0,0.0
20210605,70702022115052,9010698868697992,405,205,3,0,0,0,105819003392,0,0,0.17057999999999998,0.0,0.0,0.0,0.0
20210605,10005398496922,8061659189897250,104,105,29,0,0,0,309392001856,0,0,0.52868,0.0,0.0,0.0,0.0
20210605,70702022115052,9010127235347194,104,106,1826828,42451,2198,605,50464166929756416,2260524119,674047541,27209.381770000007,0.0,85801.60000000002,70922.97,14878.630000000001
20210605,50605442246954,4091707224966561,107,0,1,0,0,0,2636999936,0,0,0.02,0.0,0.0,0.0,0.0
20210605,60305460411544,4030761530660446,405,205,90,0,0,0,2361301004288,0,0,12.481890000000002,0.0,0.0,0.0,0.0
20210605,50604428212896,9050450511010412,104,106,156786,507,18,6,542513697033344,9180893,3823039,139.39124000000012,0.0,1117.3400000000001,457.34000000000003,660.0
20210605,40706426556602,8031729586599049,301,0,3980,470,166,0,1170663680436864,223135608,0,508.51033999999976,199.27,0.0,199.27,0.0
20210605,10005398496922,5020578494030829,105,106,2,0,0,0,12739000320,0,0,0.0,0.0,0.0,0.0,0.0
20210605,30607480914543,7080666398638648,105,106,10,2,0,0,1005426989056,18610,4260,0.6299999999999999,0.0,0.0,0.0,0.0
20210605,60005012352827,4031385499008864,104,10801,436,17,1,0,16766403995648,507825,43872,33.36943,0.0,0.0,0.0,0.0
