process_date,site_id,gid1,trace_has_click,smart_optimization_goal,second_goal,vc_pcvr_bias,exposure_cnt,click_cnt,trace_cnt,active_num,real_cost_micros,gmv
20210605,70609460544983,IEG,1,104,108,0.0,0,0,17,0,0.0,0.0
20210605,90603469797199,TME,1,105,10801,0.0,0,0,4,1,0.0,0.0
20210605,70006563700470,TME,1,204,0,0.0,0,0,12771,4,0.0,442.96
20210605,50806409090287,TME,1,405,204,0.0,0,0,121,2,0.0,0.0
20210605,70803405454129,CSIG,0,10010,0,0.0,3,0,0,0,0.03,0.0
20210605,70006491319394,QQ系,0,301,204,0.0,27,0,0,0,0.01,0.0
20210605,50007452537563,其他,0,402,0,174.1133459508419,4558,241,0,0,45.3247,0.0
20210605,70006491319394,QQ系,1,104,0,0.0,0,0,76,0,0.0,0.0
20210605,70800426750600,QQ系,0,108,0,20.193166315555573,243,18,2,0,172.93999999999997,0.0
20210605,70800426750600,QQ系,1,405,402,0.0,0,0,109,0,0.0,0.0
20210605,60402262989318,CSIG,1,105,10801,0.0,0,0,4544,17,0.0,3549.4
20210605,20201368893836,TKD,1,10801,0,0.0,0,0,23862,3,0.0,1412.0
20210605,30806358632143,IEG,0,405,204,1954.233083307743,122093,1922,0,0,7482.56049,0.0
20210605,80909368092923,IEG,1,105,10801,0.0,0,0,93,23,0.0,23788.0
20210605,40504315369553,TME,1,405,402,0.0,0,0,2530,1,0.0,200.0
20210605,70006563700470,TME,0,105,108,7.0,132,7,0,0,2.43143,0.0
20210605,70608348419857,IEG,1,105,10801,0.0,0,0,1866,12,0.0,1976.0
20210605,40706426556602,QQ系,1,405,402,0.0,0,0,80,0,0.0,0.0
20210605,90301475842282,TME,1,104,204,0.0,0,0,36,0,0.0,0.0
20210605,10707405966597,QQ系,1,315,0,0.0,0,0,25,0,0.0,0.0
20210605,60005012352827,TKD,1,104,204,0.0,0,0,14,0,0.0,0.0
20210605,50007452537563,其他,0,205,0,908.0392057597637,11027,721,0,0,660.0094599999998,0.0
20210605,80904328951508,TME,1,104,0,0.0,0,0,295599,946,0.0,8380.11
20210605,20306444885088,IEG,0,104,0,91.26921844482422,18750,61,3,1,40.201999999999984,26.1
20210605,30602476557982,CSIG,1,204,0,0.0,0,0,708,0,0.0,0.0
20210605,40504400147134,阅文系,0,104,204,328.43830370903015,18453,327,6,2,372.50234,0.0
20210605,50605442246954,IEG,0,409,0,0.0,4,0,0,0,1.02,0.0
20210605,70609460544983,IEG,0,104,204,6.0,3836,6,3,2,20.20999999999999,84.0
20210605,10506450549984,IEG,0,405,108,0.9086654186248779,439,1,0,0,2.2576499999999995,0.0
20210605,70608348419857,IEG,0,105,10801,61.990738689899445,5532,62,0,0,2607.1499999999996,0.0
20210605,10406450945135,阅文系,0,204,0,293.2506101131439,14045,86,237,0,318.67478,800.0
20210605,40701410311452,QQ系,1,104,0,0.0,0,0,12067,24,0.0,496.44
20210605,40903398619789,TME,0,104,10010,0.0,7,0,0,0,0.01,0.0
20210605,10604328256510,TME,0,405,205,34.0,521,34,0,0,6.897749999999999,0.0
20210605,70006563700470,TME,1,405,205,0.0,0,0,4827,2,0.0,0.0
20210605,70905490183934,IEG,1,104,10801,0.0,0,0,2,1,0.0,0.0
20210605,50308424081820,TME,1,405,0,0.0,0,0,95615,27,0.0,3114.01
20210605,50308424081820,TME,0,406,0,0.0,5,0,0,0,0.11,0.0
20210605,50002495342288,TME,1,315,204,0.0,0,0,5,0,0.0,0.0
20210605,60005012352827,QQ系,1,108,0,0.0,0,0,5469,50,0.0,133.98000000000002
20210605,70608348419857,IEG,0,204,205,8.0,474,8,0,0,176.21766000000005,0.0
20210605,80309495536503,未分组1,0,301,0,0.0,127,0,0,0,0.53,0.0
20210605,10509414896986,IEG,0,405,205,114.46953594684601,2489,114,0,0,59.60019,0.0
20210605,20605460089933,IEG,0,105,10801,2.0,34,2,0,0,4.49,0.0
20210605,30605462917931,IEG,0,301,108,0.0,1,0,0,0,0.02,0.0
20210605,60807476850604,TKD,0,402,409,0.0,1,0,0,0,0.0,0.0
20210605,10005398496922,IEG,1,204,205,0.0,0,0,3,0,0.0,0.0
20210605,40301325569554,TME,0,104,105,502.5189452767372,33358,508,73,7,939.1409899999999,0.0
20210605,60305460411544,阅文系,0,409,0,2472.104736328125,287,3,0,0,4.94007,0.0
20210605,90603469797199,TME,0,412,0,0.0,1,0,0,0,0.0,0.0
20210605,10509414896986,IEG,0,104,105,10.35957783460617,1326,11,0,0,46.15,0.0
20210605,80904328951508,TME,0,205,0,13.586466759443283,465,15,0,0,9.814299999999998,0.0
20210605,70908422871965,阅文系,1,104,204,0.0,0,0,494,1,0.0,0.0
20210605,90503492650537,IEG,1,301,0,0.0,0,0,818,156,0.0,254.44
20210605,20204533209471,TME,0,405,409,0.0,1,0,0,0,0.0,0.0
20210605,80904328951508,TME,0,405,409,0.0,2,0,0,0,0.0,0.0
20210605,90903124471793,其他,0,104,0,23.0,3940,23,0,0,0.7,0.0
20210605,10309012621387,QQ系,0,301,0,584553.1114270687,21432115,554919,1831185,12426,367103.46873999987,128811.20999999999
20210605,90503492650537,IEG,1,107,0,0.0,0,0,33,0,0.0,0.0
20210605,20306444885088,IEG,0,104,10801,1.0,200,1,0,0,1.0099999999999998,0.0
20210605,60005012352827,QQ系,0,405,409,224.58447647094727,676,36,0,0,6.96,0.0
20210605,70809455792733,CSIG,1,302,0,0.0,0,0,206,39,0.0,14.41
20210605,70707452477964,阅文系,1,405,409,0.0,0,0,30,0,0.0,0.0
20210605,50807530695352,TME,0,315,204,2.0,15,2,0,0,0.09999999999999999,0.0
20210605,40701410311452,QQ系,0,315,204,0.0,6,0,0,0,0.0,0.0
20210605,90603469797199,TME,0,302,205,2.0,176,2,0,0,1.13,0.0
20210605,10506450549984,IEG,1,402,0,0.0,0,0,1,0,0.0,0.0
20210605,30208368992837,TKD,1,107,0,0.0,0,0,3,0,0.0,0.0
20210605,30800591023329,TME,0,315,0,115.78564858436584,7358,116,230,6,33.479279999999996,4.800000000000001
20210605,80304215099367,CSIG,0,105,10801,0.0,41,0,0,0,2.3,0.0
